drug_id,drug_name,drug_synonyms,status,type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,moa,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,created_at,updated_at
RDC00848,[225Ac]Ac-PNT6555,225Ac-PNT6555,Preclinical,Treatment,38050111,10.2967/jnumed.123.266345,C[C@H](C(N1CCC[C@H]1B(O)O)=O)NC(C2=CC=C(C=C2)CNC(C[N@@]3(CC[N](CC(O4)=O)5CC[N](C6)7CC8)CC[N]98CC(O[225Ac+3]93574OC6=O)=O)=O)=O,DSTR00848,,,,"[225Ac]Ac-PNT6555 is an alpha-emitting radioligand therapy agent labeled with actinium-225 (225Ac), and targeting prostate-specific membrane antigen (PSMA), enabling highly potent targeted radiotherapy of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys.",,,,,,
RDC00849,[161Tb]Tb-PNT6555,161Tb-PNT6555,Preclinical,Treatment and Diagnosis,38050111,10.2967/jnumed.123.266345,C[C@H](C(N1CCC[C@H]1B(O)O)=O)NC(C2=CC=C(C=C2)CNC(C[N@@]3(CC[N](CC(O4)=O)5CC[N](C6)7CC8)CC[N]98CC(O[161Tb+3]93574OC6=O)=O)=O)=O,DSTR00849,,,,"[161Tb]Tb-PNT6555 is a radioligand therapy agent labeled with terbium-161 (161Tb), and targeting prostate-specific membrane antigen (PSMA), enabling targeted radiotherapy of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys",,,,,,
RDC00850,[68Ga]Ga-DOTA-NI-FAPI-04,[68Ga]Ga-1,Preclinical,Diagnosis,39710979,10.1021/acs.jmedchem.4c02015,FC1(C[C@@H](N(C1)C(CNC(C2=CC=NC3=CC=C(C=C23)OCCCN4CCN(C([C@H](CCC(NCCCN5C=CN=C5[N+]([O-])=O)=O)NC(C[N]67CC[N]8(CC(O[68Ga+3]789%10%11OC%12=O)=O)CC[N@@]9(C%12)CC[N]%11(CC(O%10)=O)CC6)=O)=O)CC4)=O)=O)C#N)F,DSTR00850,,,,"[68Ga]Ga-DOTA-NI-FAPI-04 is a PET imaging tracer labeled with gallium-68 (68Ga),and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.Excretion through the kidneys",,,,,,
RDC00851,[177Lu]Lu-DOTA-NI-FAPI-04,[¹⁷⁷Lu]Lu-1,Preclinical,Treatment,39710979,10.1021/acs.jmedchem.4c02015,FC1(C[C@@H](N(C1)C(CNC(C2=CC=NC3=CC=C(C=C23)OCCCN4CCN(C([C@H](CCC(NCCCN5C=CN=C5[N+]([O-])=O)=O)NC(C[N]67CC[N]8(CC(O[177Lu+3]789%10%11OC%12=O)=O)CC[N@@]9(C%12)CC[N]%11(CC(O%10)=O)CC6)=O)=O)CC4)=O)=O)C#N)F,DSTR00851,,,,"[177Lu]Lu-DOTA-NI-FAPI-04 is a radioligand therapy agent labeled with lutetium-177 (177Lu), and targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.Excretion through the kidneys",,,,,,
RDC00852,[68Ga]Ga-DOTA-D-Alanine-BoroPro,68Ga-DOTA-D-Alanine-BoroPro,Preclinical,Diagnosis,38675193,10.3390/pharmaceutics16040532,O=C1C[N]23CC[N]4(CC[N](CC(O5)=O)6CC[N](CC(O7)=O)8CC3CC9=CC=C(C=C9)NC(NNC%10=NC=C(C=C%10)C(N[C@H](C(N%11C(CCC%11)B(O)O)=O)C)=O)=S)CC(O[68Ga+3]246875O1)=O,DSTR00852,,,,"[68Ga]Ga-DOTA-D-Alanine-BoroPro is a PET imaging tracer labeled with gallium-68 (68Ga),and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.Mainly cleared quickly through the kidneys",,,,,,
RDC00854,[225Ac]Ac-DOTA-4AH29,225Ac-DOTA-4AH29,Preclinical,Treatment,39237746,10.1007/s00259-024-06914-4,,,,,,"[225Ac]Ac-DOTA-4AH29 is an alpha-emitting radioligand therapy agent labeled with actinium-225 (225Ac), and targeting the norepinephrine transporter (NET), enabling targeted radiotherapy of tumors such as neuroblastoma and pheochromocytoma through specific binding to tumor cells.Kidney dominated excretion",,,,,,
RDC00855,[177Lu]Lu-FAPI-Tz,177Lu-FAPI-Tz,Preclinical,Treatment,40787781,10.1021/acs.bioconjchem.5c00369,,,,,,"[177Lu]Lu-FAPI-Tz is a radioligand therapy agent labeled with lutetium-177 (177Lu), targeting fibroblast activation protein (FAP), and incorporating a tetrazine (Tz) group for bioorthogonal chemistry, enabling targeted radiotherapy of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.Excretion is mainly through the kidneys",,,,,,
RDC00856,[64Cu]Cu-NOTA-mCD93,64Cu-NOTA-mCD93,Preclinical,Diagnosis,39533706,10.1021/acs.molpharmaceut.4c00983,,,,,,"[64Cu]Cu-NOTA-mCD93 is a PET imaging tracer labeled with copper-64 (64Cu), and targeting CD93, enabling visualization of tumors such as lung cancer and colorectal cancer through specific binding to tumor-associated endothelial cells.Dual pathway excretion of liver and kidney",,,,,,
RDC00857,[64Cu]Cu-NOTA-IGFBP7,64Cu-NOTA-IGFBP7,Preclinical,Diagnosis,39533706,10.1021/acs.molpharmaceut.4c00983,,,,,,"[64Cu]Cu-NOTA-IGFBP7 is a PET imaging tracer labeled with copper-64 (64Cu), and targeting insulin-like growth factor binding protein 7 (IGFBP7), enabling visualization of tumors such as liver cancer and lung cancer through specific binding to tumor-associated vasculature.Dual pathway excretion of liver and kidney",,,,,,
RDC00858,[68Ga]Ga-PSFA-01,68Ga-PSFA-01,Preclinical,Diagnosis,39520516,10.1007/s00259-024-06965-7,OC(C(CCCCNC(CCC1=CC(C[N@@](CC[N@@](CC2=CC(CCC(N3CCN(CCCOC4=CC5=C(C=C4)N=CC=C5C(NCC(N6[C@@H](CC(F)(C6)F)C#N)=O)=O)CC3)=O)=CC=C2CO)7CC(O8)=O)9C%10)=C(C=C1)O[68Ga+3]978OC%10=O)=O)NC(NC(CCC(O)=O)C(O)=O)=O)=O,DSTR00858,,,,"[68Ga]Ga-PSFA-01 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting prostate-specific membrane antigen (PSMA), enabling visualization of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys.",,,,,,
RDC00860,[68Ga]Ga-FT-FAPI,68Ga-FT-FAPI,Preclinical,Diagnosis,40423776,10.1007/s00259-025-07362-4,C[N+](C)(CC1=CN(CCCCC(C(N2CCN(CC2)CCCOC3=CC4C(C(NCC(N5[C@@]([H])(CC(F)(C5)F)N)=O)=O)=CC=NC4C=C3)=O)NC(C[N]6(CC[N@@](CC(O7)=O)8CC[N](CC9)%10C%11)CC[N]%129CC(O[68Ga+3]%1268%107OC%11=O)=O)=O)N=N1)C[B-](F)(F)F,DSTR00860,,,,"[68Ga]Ga-FT-FAPI is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer through specific binding to cancer-associated fibroblasts.Mainly excreted through the kidneys",,,,,,
RDC00861,[177Lu]Lu-FT-FAPI,177Lu-FT-FAPI,Preclinical,Treatment,40423776,10.1007/s00259-025-07362-4,C[N+](C)(CC1=CN(CCCCC(C(N2CCN(CC2)CCCOC3=CC4C(C(NCC(N5[C@@]([H])(CC(F)(C5)F)N)=O)=O)=CC=NC4C=C3)=O)NC(C[N]6(CC[N@@](CC(O7)=O)8CC[N](CC9)%10C%11)CC[N]%129CC(O[177Lu+3]%1268%107OC%11=O)=O)=O)N=N1)C[B-](F)(F)F,DSTR00861,,,,"[177Lu]Lu-FT-FAPI is a radioligand therapy agent labeled with lutetium-177 (177Lu), and targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and lung cancer through specific binding to cancer-associated fibroblasts.Mainly excreted through the kidneys",,,,,,
RDC00862,[177Lu]Lu-TriOncoFAP-DOTAGA,177Lu-TriOncoFAP-DOTAGA,Preclinical,Treatment,39079004,10.1021/acs.jmedchem.4c01295,O=C(CNC(C1=CC=NC2=C(C=CC=C12)NC(CCC(NCCOCCC(NCCNC(CCOCC(NC(CC[C@H](C(O)=O)[N@]34CC[N@@]5(CC[N](CC[N@@](CC(O6)=O)7CC4)8C9)CC(O[177Lu+3]58763OC9=O)=O)=O)(COCCC(NCCNC(CCOCCNC(CCC(NC%10=CC=CC%11=C%10N=CC=C%11C(NCC(N%12CC(F)(C[C@H]%12C#N)F)=O)=O)=O)=O)=O)=O)COCCC(NCCNC(CCOCCNC(CCC(NC%13=CC=CC%14=C%13N=CC=C%14C(NCC(N%15[C@@H](CC(F)(C%15)F)C#N)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)N%16[C@@H](CC(F)(C%16)F)C#N,DSTR00862,,,,"[177Lu]Lu-TriOncoFAP-DOTAGA is a radioligand therapy agent labeled with lutetium-177 (177Lu), and featuring a trivalent OncoFAP structure targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.Mainly excreted through the kidneys",,,,,,
RDC00863,[99mTc]Tc-R3B23,99mTc-R3B23,Preclinical,Diagnosis,39237746,10.1007/s00259-024-06914-4,,,,,,"[99mTc]Tc-R3B23 is a SPECT imaging tracer labeled with technetium-99m (99mTc), and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.Mainly excreted through the kidneys",,,,,,
RDC00865,[225Ac]Ac-DOTA-R3B23,225Ac-DOTA-R3B23,Preclinical,Treatment,39237746,10.1007/s00259-024-06914-4,,,,,,"[225Ac]Ac-DOTA-R3B23 is an alpha-emitting radioligand therapy agent labeled with actinium-225 (225Ac), and targeting integrin αvβ3, enabling targeted radiotherapy of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.Mainly excreted through the kidneys",,,,,,
RDC00866,[68Ga]Ga-PNT6555,"⁶⁸Ga-DOTA-AmBz-D-Ala-boroPro, ⁶⁸Ga-PNT6555",Preclinical,Diagnosis,38050111,10.2967/jnumed.123.266345,,,,,,"[68Ga]Ga-PNT6555 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting prostate-specific membrane antigen (PSMA), enabling visualization of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys",,,,,,
RDC00867,[177Lu]Lu-PNT6555,¹⁷⁷Lu-PNT6555,Preclinical,Treatment,38050111,10.2967/jnumed.123.266345,,,,,,"[177Lu]Lu-PNT6555 is a radioligand therapy agent labeled with lutetium-177 (177Lu), and targeting prostate-specific membrane antigen (PSMA), enabling targeted radiotherapy of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys",,,,,,
RDC00868,[68Ga]Ga-PNT6952,"⁶⁸Ga-DOTA-TXA-D-Ala-boroPro, ⁶⁸Ga-PNT6952",Preclinical,Diagnosis,38050111,10.2967/jnumed.123.266345,,,,,,"[68Ga]Ga-PNT6952 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting prostate-specific membrane antigen (PSMA), enabling visualization of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys",,,,,,
RDC00869,[177Lu]Lu-PNT6952,¹⁷⁷Lu-PNT6952,Preclinical,Treatment,38050111,10.2967/jnumed.123.266345,,,,,,"[177Lu]Lu-PNT6952 is a radioligand therapy agent labeled with lutetium-177 (177Lu), and targeting prostate-specific membrane antigen (PSMA), enabling targeted radiotherapy of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys",,,,,,
RDC00870,[68Ga]Ga-DOTA-4AH29,68Ga-DOTA-4AH29,Preclinical,Diagnosis,38040444,10.2967/jnumed.123.266381,,,,,,"[68Ga]Ga-DOTA-4AH29 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting the norepinephrine transporter (NET), enabling visualization of tumors such as neuroblastoma and pheochromocytoma through specific binding to tumor cells.Excretion dominated by the kidneys",,,,,,
RDC00871,[68Ga]Ga-DOTA-2P(FAPI)2,68Ga-labeled FAPI dimer,Preclinical,Diagnosis,34556528,10.2967/jnumed.121.263016,O=C(N[C@H](C(NCCOCCOCCOCC(N1CCN(CC1)CCCN(C2=CC=C3C(C(C(NCC(N4[C@H](C#N)CC(C4)(F)F)=O)=O)=CC=N3)=C2)C)=O)=O)CCCCNC(C[N@]56CC[N@@]7(CC[N](CC[N@@](C8)9CC6)%10CC(O%11)=O)CC(O[68Ga+3]57%10%119OC8=O)=O)=O)CCC(NCCOCCOCCOCC(N%12CCN(CC%12)CCCN(C%13=CC=C%14C(C(C(NCC(N%15[C@H](C#N)CC(C%15)(F)F)=O)=O)=CC=N%14)=C%13)C)=O)=O,DSTR00871,,,,"[68Ga]Ga-DOTA-2P(FAPI)2 is a PET imaging tracer labeled with gallium-68, and featuring a dimeric FAPI structure targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00872,[68Ga]Ga-FAP-2286,68Ga-FAP-2286,Phase 2,Diagnosis,40945320,10.1016/j.ejmech.2025.118152,,,,,,"[68Ga]Ga-FAP-2286 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00873,Al[18F]F-FAP-2286,Al18F-FAP-2286,Phase 1,Diagnosis,40945320,10.1016/j.ejmech.2025.118152,,,,,,"Al[18F]F-FAP-2286 is a PET imaging tracer labeled with fluorine-18 using an AlF labeling strategy, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00874,Al[18F]F-C2-FAP-2286,Al18F-C2-FAP-2286,Preclinical,Diagnosis,40945320,10.1016/j.ejmech.2025.118152,CCCCCC(N[C@H](C(N1CCC[C@H]1C(N2CCC[C@H]2C(NC(C(N[C@@H](CCC(N)=O)C(N[C@H]3CC4=CC=CC=C4)=O)=O)[C@@H](C)O)=O)=O)=O)CSCC5=CC(CSCCNC([C@@H]6CCC(CNC([C@H](CS(=O)(O)=O)NC([C@H](CS(=O)(O)=O)NC(C[N]78CC[N]9(CC(O[Al]%1089%11[18F])=O)CC[N@@]%10(CC(O%11)=O)CC7)=O)=O)=O)CC6)=O)=CC(CSC[C@@H](C(O)=O)NC3=O)=C5)=O,DSTR00874,,,,"Al[18F]F-C2-FAP-2286 is a PET imaging tracer labeled with fluorine-18 using an AlF labeling strategy, and featuring a C2 linker modification targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts",,,,,,
RDC00875,[68Ga]Ga-FAPI-A1,68Ga-FAPI-A1,Phase 1,Diagnosis,41476091,10.1021/acs.molpharmaceut.5c01307,[H][C@]1(CCCN1C(CNC(C2=CC=NC3=CC=C(C=C23)OCCNC(C(CCC(NCCOC4=CC=C5C(C(C(NCC(N6CCC[C@@]6([H])C#N)=O)=O)=CC=N5)=C4)=O)NC(C(CCC(NCCOC7=CC=C8C(C(C(NCC(N9CCC[C@@]9([H])C#N)=O)=O)=CC=N8)=C7)=O)NC(C[N@]%10%11CC[N]%12%13CC(O[68Ga+3]%12%10%14%15%16[N](CC(O%14)=O)(CC[N](CC(O%16)=O)%15CC%11)CC%13)=O)=O)=O)=O)=O)=O)C#N,DSTR00875,,,,"[68Ga]Ga-FAPI-A1 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00876,[68Ga]Ga-FAPI-A2,68Ga-FAPI-A2,Preclinical,Diagnosis,41476091,10.1021/acs.molpharmaceut.5c01307,[H][C@]1(CCCN1C(CNC(C2=CC=NC3=CC=C(C=C23)OCCNC(C(CCC(NCCOC4=CC=C5C(C(C(NCC(N6CCC[C@@]6([H])C#N)=O)=O)=CC=N5)=C4)=O)NC(C(CCC(NCCOC7=CC=C8C(C(C(NCC(N9CCC[C@@]9([H])C#N)=O)=O)=CC=N8)=C7)=O)NC(CCOCCOCCOCCOCCNC(C[N@@]%10%11CC[N]%12%13CC(O[68Ga+3]%10%12%14%15%16[N](CC(O%14)=O)(CC[N](CC(O%16)=O)%15CC%11)CC%13)=O)=O)=O)=O)=O)=O)=O)C#N,DSTR00876,,,,"[68Ga]Ga-FAPI-A2 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00877,[68Ga]Ga-FAPI-A3,68Ga-FAPI-A3,Preclinical,Diagnosis,41476091,10.1021/acs.molpharmaceut.5c01307,[H][C@]1(CCCN1C(CNC(C2=CC=NC3=CC=C(C=C23)OCCNC(C(CCC(NCCOC4=CC=C5C(C(C(NCC(N6CCC[C@@]6([H])C#N)=O)=O)=CC=N5)=C4)=O)NC(CCC(C(NC(C(NCCOC7=CC=C8C(C(C(NCC(N9[C@@]([H])(CCC9)C#N)=O)=O)=CC=N8)=C7)=O)CCC(NCCOC%10=CC=C%11C(C(C(NCC(N%12CCC[C@@]%12([H])C#N)=O)=O)=CC=N%11)=C%10)=O)=O)NC(C[N@]%13%14CC[N]%15(CC(O[68Ga+3]%14%16%17%15%18OC%19=O)=O)CCC[N@@]%17(CC(O%18)=O)CC[N]%16(C%19)CC%13)=O)=O)=O)=O)=O)C#N,DSTR00877,,,,"[68Ga]Ga-FAPI-A3 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00878,[68Ga]Ga-FAPI-A4,68Ga-FAPI-A4,Preclinical,Diagnosis,41476091,10.1021/acs.molpharmaceut.5c01307,[H][C@]1(CCCN1C(CNC(C2=CC=NC3=CC=C(C=C23)OCCNC(C(CCC(NCCOC4=CC=C5C(C(C(NCC(N6CCC[C@@]6([H])C#N)=O)=O)=CC=N5)=C4)=O)NC(CCC(C(NCCOCCOCCC(NC(C(NCCOC7=CC=C8C(C(C(NCC(N9[C@@]([H])(CCC9)C#N)=O)=O)=CC=N8)=C7)=O)CCC(NCCOC%10=CC=C%11C(C(C(NCC(N%12CCC[C@@]%12([H])C#N)=O)=O)=CC=N%11)=C%10)=O)=O)=O)NC(C[N@@]%13%14CC[N]%15(CC(O[68Ga+3]%16%14%15%17%18OC%19=O)=O)CCC[N@]%17(CC(O%18)=O)CC[N]%16(C%19)CC%13)=O)=O)=O)=O)=O)C#N,DSTR00878,,,,"[68Ga]Ga-FAPI-A4 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00879,[177Lu]Lu-FAPI-A1,177Lu-FAPI-A1,Phase 1,Treatment,41476091,10.1021/acs.molpharmaceut.5c01307,[H][C@]1(CCCN1C(CNC(C2=CC=NC3=CC=C(C=C23)OCCNC(C(CCC(NCCOC4=CC=C5C(C(C(NCC(N6CCC[C@@]6([H])C#N)=O)=O)=CC=N5)=C4)=O)NC(C(CCC(NCCOC7=CC=C8C(C(C(NCC(N9CCC[C@@]9([H])C#N)=O)=O)=CC=N8)=C7)=O)NC(C[N@]%10%11CC[N]%12%13CC(O[177Lu+3]%12%10%14%15%16[N](CC(O%14)=O)(CC[N](CC(O%16)=O)%15CC%11)CC%13)=O)=O)=O)=O)=O)=O)C#N,DSTR00879,,,,"[177Lu]Lu-FAPI-A1 is a radioligand therapy agent labeled with lutetium-177, and targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00880,[177Lu]Lu-DOTA-22,177Lu-DOTA-22,Preclinical,Treatment,41086263,10.1021/acs.jmedchem.5c02102,COC1=CC(CNC(C([C@@H]2CC(CN2C(CNC(C3=CC=NC4=C3C=C(OCCC[N+]5(C)CCN(CC5)C(C[N]67CC[N@@]8(CC(O9)=O)CC[N]%10%11CC(O[177Lu+3]%1086%129[N](CC(O%12)=O)(CC7)CC%11)=O)=O)C=C4)=O)=O)(F)F)=O)=O)=CC=C1OC,DSTR00880,,,,"[177Lu]Lu-DOTA-22 is a radioligand therapy agent labeled with lutetium-177, and targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00881,[99mTc]Tc-(tricine/TPPTS)-L,99mTc-(tricine/TPPTS)-L,Preclinical,Diagnosis,41071952,10.1021/acs.molpharmaceut.5c01199,,,,,,"[99mTc]Tc-(tricine/TPPTS)-L is a SPECT imaging tracer labeled with technetium-99m, coordinated via a tricine/TPPTS ligand system, and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.",,,,,,
RDC00882,[99mTc]Tc-(tricine/TPPMS)-L,99mTc-(tricine/TPPMS)-L,Preclinical,Diagnosis,41071952,10.1021/acs.molpharmaceut.5c01199,,,,,,"[99mTc]Tc-(tricine/TPPMS)-L is a SPECT imaging tracer labeled with technetium-99m, coordinated via a tricine/TPPMS ligand system, and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.",,,,,,
RDC00883,[99mTc]Tc-(tricine/PDA)-L,99mTc-(tricine/PDA)-L,Preclinical,Diagnosis,41071952,10.1021/acs.molpharmaceut.5c01199,,,,,,"[99mTc]Tc-(tricine/PDA)-L is a SPECT imaging tracer labeled with technetium-99m, coordinated via a tricine/PDA ligand system, and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.",,,,,,
RDC00884,[99mTc]Tc-(tricine/NIC)-L,99mTc-(tricine/NIC)-L,Preclinical,Diagnosis,41071952,10.1021/acs.molpharmaceut.5c01199,,,,,,"[99mTc]Tc-(tricine/NIC)-L is a SPECT imaging tracer labeled with technetium-99m, coordinated via a tricine/NIC ligand system, and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.",,,,,,
RDC00885,[99mTc]Tc-4,99mTc-4,Preclinical,Diagnosis,41531977,10.1021/acsmedchemlett.5c00394,,,,,,"[99mTc]Tc-4 is a SPECT imaging tracer labeled with technetium-99m and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma through specific binding to angiogenesis-related receptors.",,,,,,
RDC00886,[177Lu]Lu-P-A,177Lu-P-A,Preclinical,Treatment,39989465,10.1021/jacs.4c18398,,,,,,"[177Lu]Lu-P-A is a radioligand therapy agent labeled with lutetium-177, and targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00887,[68Ga]Ga-XH03-1,68Ga-XH03-1,Preclinical,Diagnosis,,10.1021/cbmi.5c00118,[H][C@@]1(CC(F)(CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCC(N[C@@H](C(N[C@H](CC4=CC=CC=C4)C(NCCNC(C[N]56CC[N]7(CC(O8)=O)CC[N]9%10CC(O[68Ga+3]759%118[N@](CC(O%11)=O)(CC6)CC%10)=O)=O)=O)=O)CCCCNC)=O)=O)=O)=O)F)C#N,DSTR00887,,,,"[68Ga]Ga-XH03-1 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00888,[68Ga]Ga-XH03-2,68Ga-XH03-2,Preclinical,Diagnosis,,10.1021/cbmi.5c00118,[H][C@@]1(CC(F)(CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCC(N[C@@H](C(N[C@H](CC4=CC=CC=C4)C(NCCNC(C[N]56CC[N]7(CC(O8)=O)CC[N]9%10CC(O[68Ga+3]579%118[N@](CC(O%11)=O)(CC6)CC%10)=O)=O)=O)=O)CCCCN(C)C)=O)=O)=O)=O)F)C#N,DSTR00888,,,,"[68Ga]Ga-XH03-2 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00889,[68Ga]Ga-XH03-3,68Ga-XH03-3,Preclinical,Diagnosis,,10.1021/cbmi.5c00118,[H][C@@]1(CC(F)(CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCC(N[C@@H](C(N[C@H](CC4=CC=CC=C4)C(NCCNC(C[N]56CC[N]7(CC(O8)=O)CC[N]9%10CC(O[68Ga+3]579%118[N@](CC(O%11)=O)(CC6)CC%10)=O)=O)=O)=O)CCCC[N+](C)(C)C)=O)=O)=O)=O)F)C#N,DSTR00889,,,,"[68Ga]Ga-XH03-3 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00890,[68Ga]Ga-XH03-11,68Ga-XH03-11,Preclinical,Diagnosis,,10.1021/cbmi.5c00118,[H][C@@]1(CC(F)(CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCC(N[C@@H](C(N[C@H](CC4=CC=CC=C4)C(NCCNC([C@H](CCCCNC(CCC(N[C@@H](C(O)=O)CCCCNC(CCCC5=CC=C(C=C5)C(F)(F)F)=O)=O)=O)NC(C[N@]67CC[N]8(CC(O9)=O)CC[N]%10%11CC(O[68Ga+3]86%10%129[N](CC(O%12)=O)(CC7)CC%11)=O)=O)=O)=O)=O)CCCCNC)=O)=O)=O)=O)F)C#N,DSTR00890,,,,"[68Ga]Ga-XH03-11 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.",,,,,,
RDC00891,[68Ga]Ga-XH03-12,68Ga-XH03-12,Preclinical,Diagnosis,,10.1021/cbmi.5c00118,[H][C@@]1(CC(F)(CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCC(N[C@@H](C(N[C@H](CC4=CC=CC=C4)C(NCCNC(CCOCCOCCOCCOCCNC([C@H](CCCCNC(CCC(N[C@@H](C(O)=O)CCCCNC(CCCC5=CC=C(C=C5)C(F)(F)F)=O)=O)=O)NC(C[N@]67CC[N]8(CC(O9)=O)CC[N]%10%11CC(O[68Ga+3]86%10%129[N](CC(O%12)=O)(CC7)CC%11)=O)=O)=O)=O)=O)=O)CCCCNC)=O)=O)=O)=O)F)C#N,DSTR00891,,,,"[68Ga]Ga-XH03-12 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer through specific binding to cancer-associated fibroblasts.",,,,,,
