reference_id,title,journal,publication_date,volume,issue,pages,doi,pmid,url,notes,created_at,updated_at
RE01388,Synthesis and Preclinical Evaluation of Novel 68Ga-DOTA-RBB as Potential PET Radiotracer for Imaging CDK4/6 in Tumors,ACS Medicinal Chemistry Letters,2024-05-14,15,,938−944,10.1021/acsmedchemlett.4c00116,38894920,https://doi.org/10.1021/acsmedchemlett.4c00116,,,
RE01389,Development of a Radiolabeled Cyclin-Dependent Kinases 4 and 6 (CDK4/6) Inhibitor for Brain and Cancer PET Imaging,International Journal of Molecular Sciences,2024-06-22,25,6870,1月12日,10.3390/ijms25136870,38999983,https://doi.org/10.3390/ijms25136870,,,
RE01390,"Biodistribution, Dosimetry, and Preliminary Imaging of the Novel Nectin-4–Targeting PET Tracer [⁶⁸Ga]Ga-FZ-NR-1 in Humans",EJNMMI Res,2026-01-04,,,,10.1186/s13550-025-01361-0,41485193,https://doi.org/10.1186/s13550-025-01361-0,,,
RE01394,A Novel D‑Amino Acid-Composed GRPR-Targeted Peptide in Glioma,molecularpharmaceutics,2025-12-30,,,711–720,10.1021/acs.molpharmaceut.5c00756,41496522,https://doi.org/10.1021/acs.molpharmaceut.5c00756,,,
RE01396,"Synthesis, evaluation and preliminary clinical study of novel 68Ga-labeled Nectin-4 targeting PET tracer",Chemical Engineering Journal,2026-01-13,529,172978,1月13日,10.1016/j.cej.2026.172978,,https://doi.org/10.1016/j.cej.2026.172978,,,
RE01397,"Synthesis and Evaluation of D8W, an Octadentate Desferrioxamine Analogue with Enhanced Water Solubility Designed for 89Zr-ImmunoPET Imaging",molecularpharmaceutics,2026-01-13,,,2165–2178,10.1021/acs.molpharmaceut.5c01947,,https://doi.org/10.1021/acs.molpharmaceut.5c01947,,,
RE01400,68Ga-DOTA-TFpep Targeting the Thomsen−Friedenreich Antigen for PET Imaging,molecularpharmaceutics,2025-12-15,23,,469−476,10.1021/acs.molpharmaceut.5c01313,41392454,https://doi.org/10.1021/acs.molpharmaceut.5c01313,,,
RE01401,Developing 68Ga-Labeled Exendin(9−39) Derivatives for PET Imaging of Insulinomas,Bioconjugate Chemistry,2025-11-08,36,,2527−2535,10.1021/acs.bioconjchem.5c00513,41204628,https://doi.org/10.1021/acs.bioconjchem.5c00513,,,
RE01402,Development of an Irreversible Peptidomimetic Radioligand for PET Imaging of ST14 Protease,Bioconjugate Chemistry,2025-01-02,36,,116−126,10.1021/acs.bioconjchem.4c00564,39746783,https://doi.org/10.1021/acs.bioconjchem.4c00564,,,
RE01403,Preclinical Evaluation of a Trop2-Targeted Peptide Probe for PET Imaging of Triple-Negative Breast Cancer,Analytical Chemistry,2025-10-17,97,,23598−23608,10.1021/acs.analchem.5c05242,41105928,https://doi.org/10.1021/acs.analchem.5c05242,,,
RE01404,Synthesis and preclinical evaluation of small molecule-based radiotracers for PET imaging of PD-L1 expression and dynamics,European Journal of Nuclear Medicine and Molecular Imaging,2025-09-01,52,11,4112-4124,10.1007/s00259-025-07290-3,40263208,https://doi.org/10.1007/s00259-025-07290-3,,,
RE01405,First-in-human dosimetry and safety evaluation of 68Ga-αMSH derivative for PET imaging of melanoma,Scientific Reports,2025-05-22,15,17748,,10.1038/s41598-025-02334-y,40404705,https://doi.org/10.1038/s41598-025-02334-y,,,
RE01406,Radiosynthesis and Evaluation of a Novel 68Ga-Labeled Peptide for PD-L1-Targeted PET Imaging,Molecular Pharmaceutics,2025-04-21,22,,2694−2702,10.1021/acs.molpharmaceut.5c00193,40257351,https://doi.org/10.1021/acs.molpharmaceut.5c00193,,,
RE01407,PET Imaging of Solid Tumors with a G‑Quadruplex-Targeting 18F‑Labeled Peptide Probe,Journal of Medicinal Chemistry,2025-01-14,68,,2804−2814,10.1021/acs.jmedchem.4c02121,39807685,https://doi.org/10.1021/acs.jmedchem.4c02121,,,
RE01408,18F‑/68Ga-Labeled Peptide-Based Probes for PET Imaging of ROR1 Expression,Journal of Medicinal Chemistry,2025-12-06,68,,26049−26060,10.1021/acs.jmedchem.5c02016,41351548,https://doi.org/10.1021/acs.jmedchem.5c02016,,,
RE01409,Peptide-Based PET Imaging Differentiates Netrin‑1 Expression in Tumors,Molecular Pharmaceutics,2025-06-23,22,,,10.1021/acs.molpharmaceut.5c00339,40545771,https://doi.org/10.1021/acs.molpharmaceut.5c00339,,,
RE01411,Dynamic PET Imaging of EpCAM-Positive Colorectal Cancer Using Radiolabeled DTN-SYL3C Aptamer Conjugates,ACS Omega,2025-09-29,10,,47407−47414,10.1021/acsomega.5c06875,41114171,https://doi.org/10.1021/acsomega.5c06875,,,
RE01412,Exploration of Bicyclic Peptide Ligands for Immune-Specific PET Imaging: Targeting Tumor PD-L1 with [18F]AlF-BCY10959,Molecular Pharmaceutics,2025-05-08,22,,3456−3467,10.1021/acs.molpharmaceut.5c00442,40340382,https://doi.org/10.1021/acs.molpharmaceut.5c00442,,,
RE01413,"Novel Pyridine-Based Fibroblast Activation Protein-Targeted Tracers: Design, Synthesis, and PET Imaging Evaluation for Tumors",Journal of Medicinal Chemistry,2025-11-07,68,,24560−24578,10.1021/acs.jmedchem.5c02595,41203564,https://doi.org/10.1021/acs.jmedchem.5c02595,,,
RE01414,"CD36-positive tumors refer to malignant neoplasms that overexpress the CD36 transmembrane glycoprotein, a key molecule involved in cellular processes including lipid metabolism, inflammation, tumor initiation, progression, and metastasis. The overexpression of CD36 enhances the metastatic potential and disease progression of various cancers, serving as a biomarker for high-grade malignancies and a negative prognostic indicator. These tumors can be non-invasively detected and monitored via CD36-targeted molecular imaging techniques",Bioorganic Chemistry,2025-04-23,161,108515,1月10日,10.1016/j.bioorg.2025.108515,40318506,https://doi.org/10.1016/j.bioorg.2025.108515,,,
RE01415,Lipophilicity-Optimized PARP‑1 Tracers: Minimizing Hepatic Retention for Enhanced Target-to-Background PET Imaging,Molecular Pharmaceutics,2025-10-08,22,,7036−7051,10.1021/acs.molpharmaceut.5c01089,41058487,https://doi.org/10.1021/acs.molpharmaceut.5c01089,,,
RE01417,Harnessing Insights of Hepatocyte Growth Factor Kringle 3 Domain to Develop c-Met Targeted Positron Emission Tomography Probe,J Med Chem,2026-01-08,69,1,488-500,10.1021/acs.jmedchem.5c02886,41452847,https://doi.org/10.1021/acs.jmedchem.5c02886,,,
RE01418,Fc-Engineering Improves PET Imaging of Anti-Mesothelin VH-Fc across Multiple Tumor Mouse Models and Reveals Sex-Specific Renal Clearance,Bioconjug Chem,2026-01-21,37,1,192-202,10.1021/acs.bioconjchem.5c00591,41439681,https://doi.org/10.1021/acs.bioconjchem.5c00591,,,
RE01421,Design and Preclinical Evaluation of a 68Ga-Labeled Macrocyclic Peptide PET Probe Targeting Transferrin Receptor 1 in Colorectal Cancer,Respir Res,2025-12-19,,,,10.1186/s12931-025-03455-8,41420234,https://doi.org/10.1186/s12931-025-03455-8,,,
RE01422,"A Novel Peptide-Based PD-L1 PET Tracer: Design, Synthesis, and Preclinical Imaging Validation",ACS Med Chem Lett,2025-12-12,17,1,117-124,10.1021/acsmedchemlett.5c00448,41531950,https://doi.org/10.1021/acsmedchemlett.5c00448,,,
RE01423,Design and Preclinical Evaluation of a 68Ga-Labeled Macrocyclic Peptide PET Probe Targeting Transferrin Receptor 1 in Colorectal Cancer,ACS Omega,2025-12-09,10,5,62107-62115,10.1021/acsomega.5c09356,41476540,https://doi.org/10.1021/acsomega.5c09356,,,
RE01425,A high-affinity CEA-targeted nanobody for 68Ga PET imaging and 177Lu-based radioisotope therapy: preclinical and first-in-human evaluation,J Nanobiotechnology,2025-11-22,23,1,1月16日,10.1186/s12951-025-03868-z,41275230,https://doi.org/10.1186/s12951-025-03868-z,,,
RE01427,68Ga-Labeled Peptide for Noninvasive Quantifying Tumor Exposure of PD-L1 Therapeutics,ACS Omega,2025-03-18,10,12,12495-12504,10.1021/acsomega.4c11396,40191352,https://doi.org/10.1021/acsomega.4c11396,,,
RE01429,Design and Evaluation of a 68Ga-Labeled Dimeric Cyclic Peptide as a Large-Volume Linker Strategy for Balancing Affinity and Retention in CXCR4-Targeted PET Imaging,Mol Pharm,2026-01-04,,,1595–1605,10.1021/acs.molpharmaceut.5c01277,41486626,https://doi.org/10.1021/acs.molpharmaceut.5c01277,,,
RE01431,Whole-Body Dynamic PET Imaging of Half-Life Extended Variable Domains of Heavy Chain-Only Antibodies: Beyond Blood Pharmacokinetics,Mol Pharm,2026-02-02,23,2,975-985,10.1021/acs.molpharmaceut.5c01385,41538702,https://doi.org/10.1021/acs.molpharmaceut.5c01385,,,
RE01432,An Evans blue-modified melanin-targeting theranostic agent for improved PET imaging and radionuclide therapy of malignant melanoma,,2026-01-05,,,,10.1016/j.cclet.2026.112361,,https://doi.org/10.1016/j.cclet.2026.112361,,,
RE01433,Development and Evaluation of [68Ga]Ga-FA-PSMA: A Folic Acid-Conjugated PSMA-Targeting Radiotracer for Enhanced PET Imaging of Prostate Cancer,Bioconjugate Chemistry,2026-01-05,,,366–376,10.1021/acs.bioconjchem.5c00597,,https://doi.org/10.1021/acs.bioconjchem.5c00597,,,
RE01435,Development of Integrin Α5β1-targeted PET/NIR imaging probes for glioblastoma intraoperative navigation and intracavity targeted radionuclide therapy,,2026-01-12,,,,10.64898/2026.01.09.698741,,https://doi.org/10.64898/2026.01.09.698741,,,
RE01438,Unraveling the dynamics of B7-H3-targeting therapeutic antibodies in cancer through PET imaging and antibody pharmacokinetics,Journal of Controlled Release,2025-01-18,379,,478–488,10.1016/j.jconrel.2025.01.030,,https://doi.org/10.1016/j.jconrel.2025.01.030,,,
RE01439,In silico design and preclinical evaluation of a novel Trop2-targeted peptide tracer for PET imaging of tumors,SCIENCE CHINA PRESS,2025-10-10,,,,10.1007/s11426-025-2856-2,,https://doi.org/10.1007/s11426-025-2856-2,,,
RE01440,Preclinical Evaluation of 64Cu-LNTH-1363S to Detect Cardiac FAP-Positive Fibroblasts Using PET Imaging,Journal of Nuclear Medicine,2025-12-11,,,,10.2967/jnumed.125.270555,,https://doi.org/10.2967/jnumed.125.270555,,,
RE01443,Structural Optimization and Radiolabeling of EphA2-Targeted Bicyclic Peptides for Tumor Theranostics,Journal of Medicinal Chemistry,2025-12-15,69,,274−288,10.1021/acs.jmedchem.5c02318,,https://doi.org/10.1021/acs.jmedchem.5c02318,,,
RE01444,Development of a 177Lu-labeled EphA2-targeting cyclic peptide combined with an HPK1 inhibitor for synergistic anti-tumor effects,Cellular Oncology,2025-10-02,48,,1757–1774,10.1007/s13402-025-01105-1,,https://doi.org/10.1007/s13402-025-01105-1,,,
RE01446,Preclinical Evaluation Study of 68Ga-Labeled PSMA-Targeted Dimer Probe,Chemical & Biomedical Imaging,2025-07-10,4,,54−63,10.1021/cbmi.5c00048,,https://doi.org/10.1021/cbmi.5c00048,,,
RE01447,Phase 2 Study of Lutetium 177–Labeled Anti–Carbonic Anhydrase IX Monoclonal Antibody Girentuximab in Patients with Advanced Renal Cell Carcinoma,European Urology,2016-05-01,69,5,767-777,10.1016/j.eururo.2015.11.033,,https://doi.org/10.1016/j.eururo.2015.11.033,,,
RE01448,Glypican-3-Targeted PET Imaging for Precise Diagnosis of Hepatocellular Carcinoma: From Bench to Bedside,Clin Cancer Res,2026-01-08,32,3,550-561,10.1158/1078-0432.CCR-25-1856,41020769,https://doi.org/10.1158/1078-0432.CCR-25-1856,,,
RE01449,"Noninvasive Imaging of Claudin 18.2 Expression in Gastric Adenocarcinoma: Synthesis, Preclinical Evaluation, and Preliminary Clinical Study of a Novel [89Zr]Zr-DFO-NY005 Immuno-Positron Emission Tomography Tracer",Int J Radiat Oncol Biol Phys,2026-01-21,124,2,541-551,10.1016/j.ijrobp.2025.09.022,40992671,https://doi.org/10.1016/j.ijrobp.2025.09.022,,,
RE01450,Novel technetium-99m-labelled ribociclib isocyanide derivatives for Novel technetium-99m-labelled ribociclib isocyanide derivatives for imaging cyclin-dependent kinase 4/6 (CDK4/6) expression in cancer,Eur J Med Chem,2025-12-19,286,,,10.1016/j.ejmech.2025.117264,39827487,https://doi.org/10.1016/j.ejmech.2025.117264,,,
RE01451,Linker Manipulation with Beta3-Amino Acids Potentiates the Efficacy and Safety of PSMA Radiopharmaceuticals,Adv Healthc Mater,2025-12-12,,,,10.1002/adhm.202505128,41521448,https://doi.org/10.1002/adhm.202505128,,,
RE01452,99mTc-labeled FAPI compounds for cancer and inflammation: from radiochemistry to the first clinical applications,European Journal of Medicinal Chemistry,2025-12-09,9,36,,10.1186/s41181-024-00264-0,38695960,https://doi.org/10.1186/s41181-024-00264-0,,,
RE01453,A Tumor-Imaging Method Targeting Cancer-Associated Fibroblasts,Journal of Nuclear Medicine,2025-11-22,59,9,1423-1429,10.2967/jnumed.118.210435,29626120,https://doi.org/10.2967/jnumed.118.210435,,,
RE01454,"Fibroblast Activation Protein-Targeted Radioligand Therapy with 177Lu-EB-FAPI for Metastatic Radioiodine-Refractory Thyroid Cancer: First-in-Human, Dose-Escalation Study",Clinical cancer research,2025-03-18,29,23,4740–4750,10.1158/1078-0432.CCR-23-1983,37801296,https://doi.org/10.1158/1078-0432.CCR-23-1983,,,
RE01455,Fibroblast Activation Protein Inhibitor Theranostics: Early Clinical Translation,PET Clinics,2026-01-04,18,3,419-428,10.1016/j.cpet.2023.02.007,37030981,https://doi.org/10.1016/j.cpet.2023.02.007,,,
RE01456,Fibroblast Activation Protein–Targeted Radioligand Therapy for Treatment of Solid Tumors,Journal of Nuclear Medicine,2026-02-02,64,5,759-766,10.2967/jnumed.122.264494,37116911,https://doi.org/10.2967/jnumed.122.264494,,,
RE01457,Development of FAPI Tetramers to Improve Tumor Uptake and Efficacy of FAPI Radioligand Therapy,Journal of Nuclear Medicine,2023-09-01,64,9,1449-1455,10.2967/jnumed.123.265599,37321827,https://doi.org/10.2967/jnumed.123.265599,,,
RE01458,Synthesis and Preclinical Evaluation of Novel 99mTc-Labeled FAPI-46 Derivatives with Significant Tumor Uptake and Improved Tumor-to-Nontarget Ratios,Journal of Medicinal Chemistry,2024-02-06,67,4,3190–3202,10.1021/acs.jmedchem.4c00031,38320123,https://doi.org/10.1021/acs.jmedchem.4c00031,,,
RE01459,Preparation and Bioevaluation of 99mTc-Labeled FAP Inhibitors as Tumor Radiotracers to Target the Fibroblast Activation Protein,Molecular Pharmaceutics,2021-12-14,19,1,160–171,10.1021/acs.molpharmaceut.1c00712,34904839,https://doi.org/10.1021/acs.molpharmaceut.1c00712,,,
RE01460,Rational Design and Comparison of Novel 99mTc-Labeled FAPI Dimers for Visualization of Multiple Tumor Types,Journal of Medicinal Chemistry,2024-05-08,67,10,8460–8472,10.1021/acs.jmedchem.4c00772,38717104,https://doi.org/10.1021/acs.jmedchem.4c00772,,,
RE01461,"Rational Design, Pharmacomodulation, and Synthesis of [68Ga]Ga-Alb-FAPtp-01, a Selective Tumor-Associated Fibroblast Activation Protein Tracer for PET Imaging of Glioma",ACS Sensors,2021-08-20,6,9,3424–3435,10.1021/acssensors.1c01316,34415143,https://doi.org/10.1021/acssensors.1c01316,,,
RE01462,FAP Radioligand Linker Optimization Improves Tumor Dose and Tumor-to-Healthy Organ Ratios in 4T1 Syngeneic Model,Journal of Medicinal Chemistry,2024-07-16,67,14,11827–11840,10.1021/acs.jmedchem.4c00448,39013156,https://doi.org/10.1021/acs.jmedchem.4c00448,,,
RE01463,Synthesis and Evaluation of 99mTc-Labeled FAP Inhibitors with Different Linkers for Imaging of Fibroblast Activation Proteins in Tumors,Journal of Medicinal Chemistry,2023-03-27,66,7,4952–4960,10.1021/acs.jmedchem.2c02062,36972467,https://doi.org/10.1021/acs.jmedchem.2c02062,,,
RE01465,"Druglike, 18F-labeled PET Tracers Targeting Fibroblast Activation Protein",Journal of Medicinal Chemistry,2024-04-24,67,9,7068–7087,10.1021/acs.jmedchem.3c02402,38656144,https://doi.org/10.1021/acs.jmedchem.3c02402,,,
RE01466,Rational Design and Pharmacomodulation of 18F-Labeled Biotin/FAPI-Conjugated Heterodimers,Journal of Medicinal Chemistry,2024-05-10,67,10,8361–8371,10.1021/acs.jmedchem.4c00544,38726551,https://doi.org/10.1021/acs.jmedchem.4c00544,,,
RE01467,Rational Design and Pharmacomodulation of Protein-Binding Theranostic Radioligands for Targeting the Fibroblast Activation Protein,Journal of Medicinal Chemistry,2022-06-05,65,12,8245–8257,10.1021/acs.jmedchem.1c02162,35658448,https://doi.org/10.1021/acs.jmedchem.1c02162,,,
RE01468,Preclinical Evaluation and a Pilot Clinical Positron Emission Tomography Imaging Study of [68Ga]Ga-FAPI-FUSCC-II,Molecular Pharmaceutics,2024-01-05,21,2,904–915,10.1021/acs.molpharmaceut.3c01008,38179677,https://doi.org/10.1021/acs.molpharmaceut.3c01008,,,
RE01469,"Development, preclinical evaluation and preliminary dosimetry profiling of SB03178, a first-of-its-kind benzo[h]quinoline-based fibroblast activation protein-α-targeted radiotheranostic for cancer imaging and therapy",European Journal of Medicinal Chemistry,2024-03-15,268,,116238,10.1016/j.ejmech.2024.116238,38367492,https://doi.org/10.1016/j.ejmech.2024.116238,,,
RE01470,"Synthesis and Evaluation of 68Ga-Labeled (2S,4S)-4-Fluoropyrrolidine-2-Carbonitrile and (4R)-Thiazolidine-4-Carbonitrile Derivatives as Novel Fibroblast Activation Protein-Targeted PET Tracers for Cancer Imaging",Molecules,2023-04-14,28,8,3481,10.3390/molecules28083481,37110717,https://doi.org/10.3390/molecules28083481,,,
RE01471,Synthesis and Preclinical Evaluation of Three Novel 68Ga-Labeled Bispecific PSMA/FAP-Targeting Tracers for Prostate Cancer Imaging,Molecules,2023-01-21,28,3,1088,10.3390/molecules28031088,36770755,https://doi.org/10.3390/molecules28031088,,,
RE01472,Albumin Binder–Conjugated Fibroblast Activation Protein Inhibitor Radiopharmaceuticals for Cancer Therapy,Journal of Nuclear Medicine,2022-06-01,63,6,952-958,10.2967/jnumed.121.262533,34593598,https://doi.org/10.2967/jnumed.121.262533,,,
RE01473,Synthesis and preclinical evaluation of novel 18F-labeled fibroblast activation protein tracers for positron emission tomography imaging of cancer-associated fibroblasts,European Journal of Medicinal Chemistry,2024-01-15,264,,115993,10.1016/j.ejmech.2023.115993,38039792,https://doi.org/10.1016/j.ejmech.2023.115993,,,
RE01474,Hetero-bivalent agents targeting FAP and PSMA,European Journal of Nuclear Medicine and Molecular Imaging,2022-08-15,49,,4369–4381,10.1007/s00259-022-05933-3,35965291,https://doi.org/10.1007/s00259-022-05933-3,,,
RE01475,Design and validation of fibroblast activation protein alpha targeted imaging and therapeutic agents,Theranostics ,2020-04-27,10,13,5778-5789,10.7150/thno.41409,32483418,https://doi.org/10.7150/thno.41409,,,
RE01477,18F- or 177Lu-labeled bivalent ligand of fibroblast activation protein with high tumor uptake and retention,European Journal of Nuclear Medicine and Molecular Imaging,2022-03-15,49,,2705–2715,10.1007/s00259-022-05757-1,35290473,https://doi.org/10.1007/s00259-022-05757-1,,,
RE01478,Targeting fibroblast activation protein (FAP): next generation PET radiotracers using squaramide coupled bifunctional DOTA and DATA5m chelators,EJNMMI Radiopharmacy and Chemistry,2020-07-29,5(1),19,,10.1186/s41181-020-00102-z,32728930,https://doi.org/10.1186/s41181-020-00102-z,,,
