study_ref_id,biodist_type,animal_model,cell_lines,dosage_symbols,dosage_value,dosage_unit,detection_time,metabolism,excretion,tumor_retention_time,tbr_tumor_blood,tbr_tumor_muscle,tbr_tumor_kidney,tbr_tumor_salivary_glands,tbr_tumor_liver,tbr_tumor_lung,tbr_tumor_heart,biodist_result_image,biodist_description,created_at,updated_at
BIO02068,Imaging,BALB/C nude mice bearing U87MG tumors,U87MG cells,=,,,60min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02068,,,
BIO02070,Ex vivo biodistribution,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,1d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02070,Specific uptake in spleen blocked by carrier-added nivolumab; liver as primary clearance organ; bone uptake indicates some 89Zr liberation from chelator,,
BIO02070,Ex vivo biodistribution,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,4d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02070,Specific uptake in spleen blocked by carrier-added nivolumab; liver as primary clearance organ; bone uptake indicates some 89Zr liberation from chelator,,
BIO02070,Ex vivo biodistribution,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,6d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02070,Specific uptake in spleen blocked by carrier-added nivolumab; liver as primary clearance organ; bone uptake indicates some 89Zr liberation from chelator,,
BIO02070,Ex vivo biodistribution,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,8d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02070,Specific uptake in spleen blocked by carrier-added nivolumab; liver as primary clearance organ; bone uptake indicates some 89Zr liberation from chelator,,
BIO02071,Imaging,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,1d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02071,,,
BIO02071,Imaging,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,4d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02071,,,
BIO02071,Imaging,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,6d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02071,,,
BIO02071,Imaging,Cynomolgus monkeys (Macaca fascicularis),,=,"0.95, 2.81 (carrier-added groups)",mg/kg,8d,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02071,,,
BIO02080,Ex vivo biodistribution,C57BL/6 mice bearing MEER tumors,MEER cell,=,50,µg,48h,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02080,"High uptake in spleen, liver, and PD-L1-positive tumors; increased uptake in irradiated tumors",,
BIO02081,Imaging,C57BL/6 mice bearing MEER tumors,MEER cell,=,50,µg,48h,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR02081,,,
BIO04765,Ex vivo biodistribution,C57BL/6 mice bearing B16F10 tumors,B16F10 cells,=,50,µg,48h,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR04765,"High uptake in spleen, liver, and PD-L1-positive tumors; increased uptake in irradiated tumors",,
BIO04766,Imaging,C57BL/6 mice bearing B16F10 tumors,B16F10 cells,=,50,µg,48h,,Mainly excreted through the liver and gallbladder,,,,,,,,,BIOR04766,,,
BIO02088,Imaging,"NSG mice with hPD-L1 tumors(six-to eight week old, female)",hPD-L1 cell,=,150, μCi,10min,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR02088,,,
BIO02088,Imaging,"NSG mice with hPD-L1 tumors(six-to eight week old, female)",hPD-L1 cell,=,150, μCi,30min,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR02088,,,
BIO02088,Imaging,"NSG mice with hPD-L1 tumors(six-to eight week old, female)",hPD-L1 cell,=,150, μCi,60min,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR02088,,,
BIO02089,Ex vivo biodistribution,"NSG mice with hPD-L1 tumors(six-to eight week old, female)",hPD-L1 cell,=,40, μCi,1h,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR02089,,,
BIO02089,Ex vivo biodistribution,"NSG mice with hPD-L1 tumors(six-to eight week old, female)",hPD-L1 cell,=,40, μCi,2h,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR02089,"Rapid uptake in hPD-L1 tumors, high uptake in kidneys and liver, blocked by excess peptide",,
BIO04767,Imaging,"NSG mice with CHO tumors(six-to eight week old, female)",CHO cell,=,150, μCi,10min,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR04767,,,
BIO04767,Imaging,"NSG mice with CHO tumors(six-to eight week old, female)",CHO cell,=,150, μCi,30min,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR04767,,,
BIO04767,Imaging,"NSG mice with CHO tumors(six-to eight week old, female)",CHO cell,=,150, μCi,60min,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR04767,,,
BIO04768,Ex vivo biodistribution,"NSG mice with CHO tumors(six-to eight week old, female)",CHO cell,=,40, μCi,1h,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR04768,,,
BIO04768,Ex vivo biodistribution,"NSG mice with CHO tumors(six-to eight week old, female)",CHO cell,=,40, μCi,2h,,Dual channel excretion of kidney and liver,,,,,,,,,BIOR04768,"Rapid uptake in hPD-L1 tumors, high uptake in kidneys and liver, blocked by excess peptide",,
BIO02098,Imaging,BALB/c nude mice with A549 xenografts,A549 cells,=,3.7–7.4, MBq,30min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR02098,,,
BIO02098,Imaging,BALB/c nude mice with A549 xenografts,A549 cells,=,3.7–7.4, MBq,60min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR02098,,,
BIO02098,Imaging,BALB/c nude mice with A549 xenografts,A549 cells,=,3.7–7.4, MBq,120min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR02098,,,
BIO02099,Ex vivo biodistribution,BALB/c nude mice with A549 xenografts,A549 cells,=,0.74–1.11 , MBq,1h,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR02099,High kidney and spleen uptake; tumor uptake correlates with PD-L1 expression; blocking reduces tumor and kidney uptake,,
BIO04769,Imaging,BALB/c nude mice with A549-PD-L1 xenografts,A549-PD-L1 cell,=,3.7–7.4, MBq,30min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04769,,,
BIO04769,Imaging,BALB/c nude mice with A549-PD-L1 xenografts,A549-PD-L1 cell,=,3.7–7.4, MBq,60min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04769,,,
BIO04769,Imaging,BALB/c nude mice with A549-PD-L1 xenografts,A549-PD-L1 cell,=,3.7–7.4, MBq,120min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04769,,,
BIO04770,Ex vivo biodistribution,BALB/c nude mice with A549-PD-L1 xenografts,A549-PD-L1 cell,=,0.74–1.11 , MBq,1h,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04770,High kidney and spleen uptake; tumor uptake correlates with PD-L1 expression; blocking reduces tumor and kidney uptake,,
BIO04771,Imaging,BALB/c nude mice with H1975 xenografts,H1975 cell,=,3.7–7.4, MBq,30min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04771,,,
BIO04771,Imaging,BALB/c nude mice with H1975 xenografts,H1975 cell,=,3.7–7.4, MBq,60min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04771,,,
BIO04771,Imaging,BALB/c nude mice with H1975 xenografts,H1975 cell,=,3.7–7.4, MBq,120min,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04771,,,
BIO04772,Ex vivo biodistribution,BALB/c nude mice with H1975 xenografts,H1975 cell,=,0.74–1.11 , MBq,1h,,"Renal excretion is predominant, supplemented by hepatic and biliary excretion",,,,,,,,,BIOR04772,High kidney and spleen uptake; tumor uptake correlates with PD-L1 expression; blocking reduces tumor and kidney uptake,,
BIO02100,Imaging,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,10-15min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02100,,,
BIO02100,Imaging,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,35-40min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02100,,,
BIO02100,Imaging,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,55-60min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02100,,,
BIO02101,Ex vivo biodistribution,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,5min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02101,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO02101,Ex vivo biodistribution,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,15min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02101,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO02101,Ex vivo biodistribution,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,25min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02101,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO02101,Ex vivo biodistribution,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,35min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02101,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO02101,Ex vivo biodistribution,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,45min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02101,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO02101,Ex vivo biodistribution,BALB/c nude mice with U87 xenografts,U87 cells,=,4.0–5.5,MBq,55min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02101,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04773,Imaging,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,10-15min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04773,,,
BIO04773,Imaging,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,35-40min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04773,,,
BIO04773,Imaging,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,55-60min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04773,,,
BIO04774,Ex vivo biodistribution,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,5min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04774,Ex vivo biodistribution,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,15min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04774,Ex vivo biodistribution,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,25min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04774,Ex vivo biodistribution,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,35min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04774,Ex vivo biodistribution,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,45min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04774,Ex vivo biodistribution,BALB/c nude mice with HCT116 xenografts,HCT116 cells,=,4.0–5.5,MBq,55min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04775,Imaging,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,10-15min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04775,,,
BIO04775,Imaging,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,35-40min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04775,,,
BIO04775,Imaging,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,55-60min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04775,,,
BIO04776,Ex vivo biodistribution,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,5min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04776,Ex vivo biodistribution,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,15min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04776,Ex vivo biodistribution,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,25min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04776,Ex vivo biodistribution,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,35min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04776,Ex vivo biodistribution,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,45min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO04776,Ex vivo biodistribution,BALB/c nude mice with NCI-H1299 xenografts,NCI-H1299 cell,=,4.0–5.5,MBq,55min,,Mainly excreted through the kidneys,,,,,,,,,,"Rapid tumor uptake, high bladder accumulation, fast clearance",,
BIO02102,Ex vivo biodistribution,Female BALB/c nude mice with lung cancer PDXs (LU6424: adenocarcinoma),LU6424 cell,=,3.7,MBq,1h,,Mainly excreted through the kidneys,,,,,,,,,BIOR02102,,,
BIO02103,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6424: adenocarcinoma),LU6424 cell,=,4,MBq,10min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02103,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO02103,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6424: adenocarcinoma),LU6424 cell,=,4,MBq,30min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02103,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO02103,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6424: adenocarcinoma),LU6424 cell,=,4,MBq,60min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02103,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO02103,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6424: adenocarcinoma),LU6424 cell,=,4,MBq,90min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02103,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO02103,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6424: adenocarcinoma),LU6424 cell,=,4,MBq,120min,,Mainly excreted through the kidneys,,,,,,,,,BIOR02103,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO04783,Ex vivo biodistribution,Female BALB/c nude mice with lung cancer PDXs (LU6437: squamous cell carcinoma),LU6437 cell,=,3.7,MBq,1h,,Mainly excreted through the kidneys,,,,,,,,,BIOR04783,,,
BIO04784,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6437: squamous cell carcinoma),LU6437 cell,=,4,MBq,10min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04784,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO04784,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6437: squamous cell carcinoma),LU6437 cell,=,4,MBq,30min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04784,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO04784,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6437: squamous cell carcinoma),LU6437 cell,=,4,MBq,60min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04784,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO04784,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6437: squamous cell carcinoma),LU6437 cell,=,4,MBq,90min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04784,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO04784,Imaging,Female BALB/c nude mice with lung cancer PDXs (LU6437: squamous cell carcinoma),LU6437 cell,=,4,MBq,120min,,Mainly excreted through the kidneys,,,,,,,,,BIOR04784,"Rapid accumulation in heart within first 10 min, then rapid clearance. High uptake in kidneys indicating renal excretion. High and persistent bladder accumulation. Tumor uptake correlates with PD-L1 expression. Low background uptake in most normal organs.",,
BIO02104,Ex vivo biodistribution,Female human PD-1 transgenic C57BL/c mice with MC38 tumor xenografts (MC38-hPD-L1),MC38-hPD-L1 cell,=,3.7,MBq,1h,,Mainly excreted through the kidneys,,,,,,,,,BIOR02104,,,
BIO02104,Ex vivo biodistribution,Female human PD-1 transgenic C57BL/c mice with MC38 tumor xenografts (MC38-hPD-L1),MC38-hPD-L1 cell,=,3.7,MBq,2h,,Mainly excreted through the kidneys,,,,,,,,,BIOR02104,,,
BIO02105,Imaging,Female human PD-1 transgenic C57BL/c mice with MC38 tumor xenografts (MC38-hPD-L1),MC38-hPD-L1 cell,=,4.0-5.0,MBq,0.5h,,Mainly excreted through the kidneys,,,,,,,,,BIOR02105,,,
