activity_id,drug_id,pmid,doi,clinical_trial_number,indication,patients,frequency,dosage,clinical_endpoint,endpoint_period,purpose,results_description,efficacy_description,security_indicators,adverse_events_summary,created_at,updated_at
HU0738,RDC00609,31755622,10.1002/hed.26024,,Somatostatin receptor-positive metastatic medullary thyroid carcinoma (MTC),"43 patients (35 male, 8 female; median age 48 years, range 25-80)","Cycles repeated at 12-16 week intervals (range 1-6 cycles, average 3 cycles)","5.55 GBq (150 mCi) per cycle, cumulative dose 5.55-33.3 GBq (150-900 mCi)",Response rate (RR),,To evaluate the efficacy,"Out of 43 patients, 26 were responders (61%) and 17 nonresponders (39%) based upon PERCIST criteria, and 27 were responders (62%) while 16 patients were nonresponders (38%) based upon RECIST 1.1 criteria.",,,,,
HU0739,RDC00609,26912977,10.4103/1450-1147.165353,,Metastatic Neuroendocrine Tumors (NET) ,"5 patients (Age range: 26-62 years; 3 males, 2 females)","3 to 4 cycles per patient, intervals not specified",16.1 - 25.6 GBq,,,Hematological toxicity,,,,"No hematological toxicity was observed (only one patient showed Grade I anemia), suggesting that PRRT is well-tolerated by this particular subgroup.",,
HU0740,RDC00609,26912977,10.4103/1450-1147.165353,,Metastatic Neuroendocrine Tumors (NET) ,"5 patients (Age range: 26-62 years; 3 males, 2 females)","3 to 4 cycles per patient, intervals not specified",16.1 - 25.6 GBq,,,Response rate (RR),"We observed that the majority (in our series four out of five patients, i.e. 80%) of the patients had excellent symptomatic response with at least stabilization of the disease at a follow-up period of 10-27 months",,,,,
HU0741,RDC01262 ,29158832,10.7150/thno.20586,,mCRPC,"n=4; all male; mean age: 70±1.8 yrs (range: 67-72); all had histologically proven, hormone-therapy progressed mCRPC.​","Single administration, single imaging session",​​50.5 ± 9.3 MBq,,,Imaging capability,"​​[44Sc]Sc-PSMA-617 PET/CT was safe, detected PSMA-positive lesions with high contrast, and enabled quantitative imaging up to 18 hours post-injection, showing comparable performance to[68Ga]Ga-PSMA-11.​​",,,,,
HU0742,RDC01262,29158832,10.7150/thno.20586,,mCRPC,"n=4; all male; mean age: 70±1.8 yrs (range: 67-72); all had histologically proven, hormone-therapy progressed mCRPC.​","Single administration, single imaging session",​​50.5 ± 9.3 MBq,,,Biodistribution,"The tracer showed specific uptake in known metastases(soft tissue and bone) with high tumor-to-background ratios, and its long half-life allowed for late-time-point imaging with low background activity.​​",,,,,
HU0743,RDC02357 ,31586002,10.2967/jnumed.119.229781,NCT03107663,Solid Malignancies,"Patients with solid malignancies n=6 (melanoma:1, lung:4, hepatocellular carcinoma:1)",Single administration,"0.3mg, 0.5mg",,,Uptake in Metastatic Lesions,Metastatic lesion uptake was prominent,,,"Injections were tolerated well, with no infusion reactions",,
HU0744,RDC02357,31586002,10.2967/jnumed.119.229781,NCT03107663,Solid Malignancies,"Patients with solid malignancies n=6 (melanoma:1, lung:4, hepatocellular carcinoma:1)",Single administration,,,,Pharmacokinetic Analysis,"Prominent activity was seen in spleen, bone marrow, and liver in all patients, with the highest uptake being seen in spleen. Serum clearance exhibited biexponential kinetics and was dependent on the administered minibody mass, with rapid serum clearance observed at lower doses (0.2–1.5 mg)",,,"Injections were tolerated well, with no infusion reactions",,
HU0745,RDC02357,34413145,10.2967/jnumed.121.262485,NCT03107663,Metastatic solid tumors,"Fifteen patients (median age 64, range 30–81; 9 male, 6 female) with metastatic solid tumors (8 melanoma, 6 non–small cell lung cancer, 1 hepatocellular carcinoma) were enrolled",Single injection,106 MBq（2.87 mCi）,,,Safety and Tolerability,Injections were well tolerated with no grade ≥2 infusion reactions,,"vital signs, blood chemistry and hematology, blood cytokines, or electrocardiograms",No adverse events related to the study drug were observed.,,
HU0746,RDC02357,34413145,10.2967/jnumed.121.262485,NCT03107663,Metastatic solid tumors,"Fifteen patients (median age 64, range 30–81; 9 male, 6 female) with metastatic solid tumors (8 melanoma, 6 non–small cell lung cancer, 1 hepatocellular carcinoma) were enrolled",Single injection,106 MBq（2.87 mCi）,,,Pharmacokinetics,Whole-body clearance followed monoexponential kinetics with a 233-hour mean biological half-life.,,,,,
HU0747,RDC02357,34413145,10.2967/jnumed.121.262485,NCT03107663,Metastatic solid tumors,"Fifteen patients (median age 64, range 30–81; 9 male, 6 female) with metastatic solid tumors (8 melanoma, 6 non–small cell lung cancer, 1 hepatocellular carcinoma) were enrolled",Single injection,106 MBq（2.87 mCi）,,,Biodistribution and Normal-Tissue Uptake,"In the dose-expansion cohort, ⁸⁹Zr-Df-IAB22M2C cleared rapidly from blood, with peak uptake in the spleen, bone marrow and liver.",,,,,
HU0748,RDC02357,34413145,10.2967/jnumed.121.262485,NCT03107663,Metastatic solid tumors,"Fifteen patients (median age 64, range 30–81; 9 male, 6 female) with metastatic solid tumors (8 melanoma, 6 non–small cell lung cancer, 1 hepatocellular carcinoma) were enrolled",Single injection,106 MBq（2.87 mCi）,,,Normal-Tissue Dosimetry,"The organs receiving the largest dose were the spleen at 12 ± 4.9 mGy/MBq followed by the kidneys at 2.3 ± 0.62 mGy/MBq and liver at 1.9 ± 0.50 mGy/MBq. The mean ED (effective dose, ICRP 103 (18)) was 0.65 ± 0.080 mSv/MBq.",,,,,
HU0749,RDC02357,34413145,10.2967/jnumed.121.262485,NCT03107663,Metastatic solid tumors,"Fifteen patients (median age 64, range 30–81; 9 male, 6 female) with metastatic solid tumors (8 melanoma, 6 non–small cell lung cancer, 1 hepatocellular carcinoma) were enrolled",Single injection,106 MBq（2.87 mCi）,,,Lesion Targeting and Uptake,"89Zr-Df-IAB22M2C accumulated in tumor lesions, with maximum values 24–48 h after injection",,,,,
HU0750,RDC02357,37215571,10.7150/thno.79976,,"Metastatic cancers (cutaneous melanoma, choroidal melanoma, non-small cell lung cancer, sarcoma)","Eight patients with metastatic cancers (5 cutaneous melanoma, 1 choroidal melanoma, 1 NSCLC, 1 sarcoma)",Single administration,74.2 ± 17.9 MBq,,,To assess CD8+ T cell distribution and potential association with immune checkpoint inhibitor (ICT) response,Good image quality with low background; high variability in lymphoid organ uptake; two patients showed elevated uptake in metastases; high splenic uptake in all patients; bone marrow uptake higher in ICT-pretreated patients,,,No significant tracer-related adverse events,,
HU0751,RDC02357,31586002,10.2967/jnumed.119.229781,NCT03107663,"Solid malignancies (melanoma, lung cancer, HCC, etc.)","Six patients (38–81 years, 3 male/3 female) with solid malignancies (1 melanoma, 1 hepatocellular carcinoma, 4 lung cancer) were enrolled",Single dose,111 MBq,,,Safety,"⁸⁹Zr-IAB22M2C infusion was well tolerated, with no acute or delayed adverse reactions observed after injection.",,,,,
HU0752,RDC02357,31586002,10.2967/jnumed.119.229781,NCT03107663,"Solid malignancies (melanoma, lung cancer, HCC, etc.)","Six patients (38–81 years, 3 male/3 female) with solid malignancies (1 melanoma, 1 hepatocellular carcinoma, 4 lung cancer) were enrolled",Single dose,111 MBq,Lesion detection,,Lesion Targeting,SUV ranging from 5.85 to 22.8 in 6 target lesions,"most 89Zr-IAB22M2C–positive lesions detectable by 24 h. Lesions were visualized early in patients receiving treatment, with SUV ranging from 5.85 to 22.8 in 6 target lesions.",,,,
HU0753,RDC02357 ,31586002,10.2967/jnumed.119.229781,NCT03107663,"Solid malignancies (melanoma, lung cancer, HCC, etc.)","Six patients (38–81 years, 3 male/3 female) with solid malignancies (1 melanoma, 1 hepatocellular carcinoma, 4 lung cancer) were enrolled",Single dose,111 MBq,Biodistribution,,To evaluate biodistribution,"The spleen showed the highest uptake, followed by the bone marrow. Higher minibody doses increased hepatic uptake, while renal uptake remained low. Marked uptake in normal lymph nodes was observed at 2 h post-injection, peaking at 24–48 h.",Its pharmacokinetic characteristics are favorable for early imaging detection,,,,
HU0754,RDC01258,33273603,10.1038/s41598-020-78273-7,NCT02673151,Prostate cancer,Recurrent Prostate Cancer After Initial Therapy in Patients With Elevated PSA,"Beginning 50 to 100 minutes later, a low-dose computed tomography (CT) scan will be obtained from vertex to mid thighs",3-7 mCi IV injection ,Confirmation of Prostate Cancer Recurrence by 68Ga-PSMA-11 PET/CT,up to approximately 30 months,To see if recurrent prostate cancer can be identified using a special procedure called a positron emission tomography (PET) scan.,"Participants had suspected prostate cancer recurrence, and were evaluated with 68Ga-PSMA-11 PET/CT and by conventional methodologies, eg, histopathology/biopsy and/or conventional imaging",,,,,
