study_id,drug_id,pmid,doi,created_at,updated_at
BIO04592,RDC02209,17378600,10.1021/bc060281I,,
BIO04593,RDC02210,17626788,10.1073/pnas.0705347104,,
BIO04594,RDC02210,17626788,10.1073/pnas.0705347104,,
BIO04595,RDC02213,31546458,10.1016/j.msec.2019.110043,,
BIO04596,RDC02213,31546458,10.1016/j.msec.2019.110043,,
BIO04597,RDC02210,19217529,10.1016/j.nucmedbio.2008.11.005,,
BIO04598,RDC02210,19217529,10.1016/j.nucmedbio.2008.11.005,,
BIO04599,RDC02215,17503761,10.1021/bc0603788,,
BIO04600,RDC02215,17503761,10.1021/bc0603788,,
EF02213,RDC02213,31546458,10.1016/j.msec.2019.110043,,
BIO04603,RDC02220,24780298,10.1016/j.nucmedbio.2014.03.014,,
BIO04604,RDC02221,24780298,10.1016/j.nucmedbio.2014.03.014,,
BIO04605,RDC02223,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04606,RDC02223,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04607,RDC02224,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04608,RDC02225,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04609,RDC02226,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04610,RDC02226,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04611,RDC02227,29517903,10.1021/acs.jmedchem.8b00177,,
BIO04612,RDC02230,25457455,10.1016/j.nucmedbio.2014.10.007,,
BIO04613,RDC02232,33434428,10.1021/acs.bioconjchem.0c00656,,
BIO04614,RDC02232,33434428,10.1021/acs.bioconjchem.0c00656,,
BIO04615,RDC02233,25498002,10.1016/j.nucmedbio.2014.10.008,,
BIO04616,RDC02233,25498002,10.1016/j.nucmedbio.2014.10.008,,
BIO04617,RDC02234,26309061,10.1021/acs.jmedchem.5b00994,,
BIO04619,RDC02236,15068608,10.1089/108497804773391649,,
BIO04620,RDC02237,15068608,10.1089/108497804773391649,,
BIO04621,RDC02238,30763290,10.1097/mnm.0000000000000966,,
BIO04622,RDC02238,30763290,10.1097/mnm.0000000000000966,,
BIO04674,RDC02238,30763290,10.1097/mnm.0000000000000966,,
BIO04675,RDC02238,30763290,10.1097/mnm.0000000000000966,,
BIO04623,RDC02239,28129446,10.1002/jlcr.3491,,
BIO04624,RDC02239,28129446,10.1002/jlcr.3491,,
BIO04625,RDC02240,28129446,10.1002/jlcr.3491,,
BIO04626,RDC02240,28129446,10.1002/jlcr.3491,,
BIO04627,RDC02241,28129446,10.1002/jlcr.3491,,
BIO04628,RDC02241,28129446,10.1002/jlcr.3491,,
BIO04629,RDC02242,29254329,10.1021/acs.bioconjchem.7b00726,,
BIO04630,RDC02242,29254329,10.1021/acs.bioconjchem.7b00726,,
BIO04631,RDC02243,29254329,10.1021/acs.bioconjchem.7b00726,,
BIO04632,RDC02243,29254329,10.1021/acs.bioconjchem.7b00726,,
BIO04633,RDC02244,29154145,10.1016/j.nucmedbio.2017.10.006,,
BIO04634,RDC02244,29154145,10.1016/j.nucmedbio.2017.10.006,,
BIO04635,RDC02245,25286347,10.1089/cbr.2014.1706,,
BIO04636,RDC02246,30775647,10.1021/acsomega.8b03293,,
BIO04637,RDC02246,30775647,10.1021/acsomega.8b03293,,
EF02233,RDC02233,25498002,10.1016/j.nucmedbio.2014.10.008,,
BIO04851,RDC02252,,10.1007/s10967-020-07043-6,,
BIO04852,RDC02252,,10.1007/s10967-020-07043-6,,
BIO04672,RDC02252,,10.1007/s10967-020-07043-6,,
BIO04673,RDC02252,,10.1007/s10967-020-07043-6,,
BIO04855,RDC02253,34424706,10.1021/acs.molpharmaceut.1c00600,,
BIO04856,RDC02253,,10.1021/acs.molpharmaceut.1c00600,,
BIO04857,RDC02255,,10.1101/2024.09.06.611663,,
BIO04858,RDC02255,,10.1101/2024.09.06.611663,,
BIO04668,RDC02255,,10.1101/2024.09.06.611663,,
BIO04669,RDC02255,,10.1101/2024.09.06.611663,,
BIO04670,RDC02255,,10.1101/2024.09.06.611663,,
BIO04671,RDC02255,,10.1101/2024.09.06.611663,,
BIO04860,RDC02258,21622896,10.2967/jnumed.110.085613,,
BIO04861,RDC02258,21622896,10.2967/jnumed.110.085613,,
BIO04667,RDC02258,21622896,10.2967/jnumed.110.085613,,
BIO04863,RDC02259,31545614,10.1021/acs.molpharmaceut.9b00808,,
BIO04864,RDC02260,31545614,10.1021/acs.molpharmaceut.9b00808,,
BIO04865,RDC02261,,10.1158/0008-5472.CAN-10-0001,,
BIO04866,RDC02261,,10.1158/0008-5472.CAN-10-0001,,
BIO04867,RDC02262,,10.1016/j.cclet.2009.12.018,,
BIO04868,RDC02264,22045709,10.2967/jnumed.111.098798,,
BIO04869,RDC02264,22045709,10.2967/jnumed.111.098798,,
BIO04870,RDC02266,35642214,10.1016/j.snb.2024.135595,,
BIO04871,RDC02266,35642214,10.1016/j.snb.2024.135595,,
BIO04872,RDC02267,39162901,10.1186/s41181-024-00290-y,,
BIO04873,RDC02267,39162901,10.1186/s41181-024-00290-y,,
BIO04874,RDC02268,39497002, 10.1007/s11307-024-01960-8,,
BIO04875,RDC02268,39497002,10.1007/s11307-024-01960-8,,
BIO04876,RDC02278,37378300,10.3389/fmed.2023.1191315,,
BIO04877,RDC02278,37378300,10.3389/fmed.2023.1191315,,
BIO04878,RDC02262,23522974,10.1016/j.nucmedbio.2013.02.003,,
BIO04879,RDC02262,23522974,10.1016/j.nucmedbio.2013.02.003,,
BIO04880,RDC02280,26452556,10.1007/s11307-015-0899-4,,
BIO04881,RDC02280,26452556,10.1007/s11307-015-0899-4,,
BIO04882,RDC02288,22045709,10.2967/jnumed.111.098798,,
BIO04883,RDC02288,22045709,10.2967/jnumed.111.098798,,
BIO04884,RDC02282,33660512,10.1021/acs.jmedchem.1c00066,,
BIO04885,RDC02282,33660512,10.1021/acs.jmedchem.1c00066,,
BIO04886,RDC02283,33660512,10.1021/acs.jmedchem.1c00066,,
BIO04887,RDC02283,33660512,10.1021/acs.jmedchem.1c00066,,
BIO04888,RDC02421,25952734,10.2967/jnumed.114.153338,,
BIO04666,RDC02421,25952734,10.2967/jnumed.114.153338,,
BIO04889,RDC02423,35895745,10.1158/2326-6066.CIR-21-0405,,
BIO04890,RDC02423,35895745,10.1158/2326-6066.CIR-21-0405,,
BIO04892,RDC02425,26573799,10.1158/0008-5472.CAN-15-1707,,
BIO04665,RDC02425,26573799,10.1158/0008-5472.CAN-15-1707,,
BIO04893,RDC02426,36266600,10.1007/s11307-022-01781-7,,
BIO04894,RDC02427,33495310,10.1158/1078-0432.CCR-20-3243,,
BIO04895,RDC02427,33495310,10.1158/1078-0432.CCR-20-3243,,
BIO04896,RDC02428,31375632,10.1073/pnas.1905005116,,
BIO04899,RDC02429,31900688,10.1208/s12248-019-0392-0,,
BIO04900,RDC02430,33563286,10.1186/s12951-021-00785-9,,
BIO04901,RDC02430,33563286,10.1186/s12951-021-00785-9,,
BIO04663,RDC02430,33563286,10.1186/s12951-021-00785-9,,
BIO04664,RDC02430,33563286,10.1186/s12951-021-00785-9,,
BIO04902,RDC02432,27462980,10.1371/journal.pone.0158634,,
BIO04903,RDC02432,27462980,10.1371/journal.pone.0158634,,
BIO04906,RDC02436,39168519,10.2967/jnumed.124.267685,,
BIO04907,RDC02436,39168519,10.2967/jnumed.124.267685,,
BIO04908,RDC02439,33962357,10.1016/j.nucmedbio.2021.04.001,,
BIO04909,RDC02439,33962357,10.1016/j.nucmedbio.2021.04.001,,
BIO04910,RDC02440,39828865,10.1007/s00259-024-07056-3,,
BIO04912,RDC02441,40521192,10.7150/thno.107209,,
BIO04913,RDC02441,40521192,10.7150/thno.107209,,
BIO04914,RDC02442,39688699,10.1007/s00259-024-07022-z,,
BIO04915,RDC02442,39688699,10.1007/s00259-024-07022-z,,
BIO04916,RDC02443,39688699,10.1007/s00259-024-07022-z,,
BIO04917,RDC02443,39688699,10.1007/s00259-024-07022-z,,
BIO04918,RDC02444,40408541,10.1021/acs.molpharmaceut.4c01410,,
BIO04919,RDC02445,26514172,10.2967/jnumed.115.162735,,
BIO04953,RDC02445,26514172,10.2967/jnumed.115.162735,,
BIO04661,RDC02445,26514172,10.2967/jnumed.115.162735,,
BIO04662,RDC02445,26514172,10.2967/jnumed.115.162735,,
BIO04920,RDC02446,33475350,10.1021/acs.bioconjchem.0c00649,,
BIO04921,RDC02446,33475350,10.1021/acs.bioconjchem.0c00649,,
BIO04659,RDC02446,33475350,10.1021/acs.bioconjchem.0c00649,,
BIO04660,RDC02446,33475350,10.1021/acs.bioconjchem.0c00649,,
BIO04924,RDC02450,39699678,10.2967/jnumed.124.268835,,
BIO04925,RDC02450,39699678,10.2967/jnumed.124.268835,,
BIO04655,RDC02450,39699678,10.2967/jnumed.124.268835,,
BIO04656,RDC02450,39699678,10.2967/jnumed.124.268835,,
BIO04657,RDC02450,39699678,10.2967/jnumed.124.268835,,
BIO04658,RDC02450,39699678,10.2967/jnumed.124.268835,,
BIO04926,RDC02451,,10.7150/thno.100116,,
BIO04928,RDC02452,40632219,10.1007/s00259-025-07441-6,,
BIO04929,RDC02452,40632219,10.1007/s00259-025-07441-6,,
BIO04930,RDC02453,40403201,10.1021/acs.molpharmaceut.5c00325,,
BIO04931,RDC02453,40403201,10.1021/acs.molpharmaceut.5c00325,,
BIO04653,RDC02453,40403201,10.1021/acs.molpharmaceut.5c00325,,
BIO04654,RDC02453,40403201,10.1021/acs.molpharmaceut.5c00325,,
BIO04932,RDC02454,33475350,10.1021/acs.molpharmaceut.6b00372,,
BIO04933,RDC02454,33475350,10.1021/acs.molpharmaceut.6b00372,,
BIO04651,RDC02454,33475350,10.1021/acs.molpharmaceut.6b00372,,
BIO04652,RDC02454,33475350,10.1021/acs.molpharmaceut.6b00372,,
BIO04938,RDC02457,39699678,10.2967/jnumed.110.081943,,
BIO04939,RDC02457,39699678,10.2967/jnumed.110.081943,,
BIO04649,RDC02457,39699678,10.2967/jnumed.110.081943,,
BIO04650,RDC02457,39699678,10.2967/jnumed.110.081943,,
BIO04940,RDC02458,39699678,10.2967/jnumed.114.152885,,
BIO04941,RDC02458,39699678,10.2967/jnumed.114.152885,,
BIO04942,RDC02459,39699678,10.2967/jnumed.114.152885,,
BIO04943,RDC02459,39699678,10.2967/jnumed.114.152885,,
BIO04935,RDC02460,39699678,10.2967/jnumed.114.152885,,
BIO04944,RDC02460,39699678,10.2967/jnumed.114.152885,,
BIO04945,RDC02461,,10.2967/jnumed.112.116822,,
BIO04946,RDC02461,,10.2967/jnumed.112.116822,,
BIO04647,RDC02461,,10.2967/jnumed.112.116822,,
BIO04648,RDC02461,,10.2967/jnumed.112.116822,,
BIO04947,RDC02462,,10.1007/s10967-007-6980-y,,
BIO04948,RDC02463,,10.1007/s10967-007-6980-y,,
BIO04949,RDC02464,38154255,10.1016/j.ejmech.2023.116105,,
BIO04950,RDC02464,38154255,10.1016/j.ejmech.2023.116105,,
BIO04645,RDC02464,38154255,10.1016/j.ejmech.2023.116105,,
BIO04646,RDC02464,38154255,10.1016/j.ejmech.2023.116105,,
BIO04951,RDC02465,,10.7150/thno.106948,,
BIO04952,RDC02465,,10.7150/thno.106948,,
BIO04643,RDC02467,37908059,10.1021/acs.jmedchem.3c01135,,
BIO04644,RDC02467,37908059,10.1021/acs.jmedchem.3c01135,,
BIO04955,RDC02468,,10.1007/s00259-025-07139-9,,
BIO04956,RDC02468,,10.1007/s00259-025-07139-9,,
BIO04957,RDC02469,,10.1007/s00259-025-07139-9,,
BIO04958,RDC02470,38646723,10.1039/d4dt00837e,,
BIO04959,RDC02470,38646723,10.1039/d4dt00837e,,
BIO04960,RDC02471,38646723,10.1039/d4dt00837e,,
BIO04961,RDC02471,38646723,10.1039/d4dt00837e,,
BIO04962,RDC02472,40434019,10.1021/acs.bioconjchem.5c00070,,
BIO04963,RDC02472,40434019,10.1021/acs.bioconjchem.5c00070,,
BIO04964,RDC02473,26844850,10.1089/cbr.2015.1947,,
BIO04965,RDC02474,26844850,10.1089/cbr.2015.1947,,
BIO04966,RDC02475,22172391,10.1016/j.nucmedbio.2011.10.011,,
BIO04967,RDC02476,22172391,10.1016/j.nucmedbio.2011.10.011,,
BIO04968,RDC02477,24768147,10.1016/j.nucmedbio.2014.03.020,,
BIO04969,RDC02477,24768147,10.1016/j.nucmedbio.2014.03.020,,
BIO04641,RDC02477,24768147,10.1016/j.nucmedbio.2014.03.020,,
BIO04642,RDC02477,24768147,10.1016/j.nucmedbio.2014.03.020,,
BIO04971,RDC02479,26940768,10.2967/jnumed.115.169839,,
BIO04972,RDC02479,26940768,10.2967/jnumed.115.169839,,
BIO04974,RDC02481,26940768,10.2967/jnumed.115.169839,,
BIO04975,RDC02481,26940768,10.2967/jnumed.115.169839,,
BIO04978,RDC02483,28316028,10.1007/s00726-017-2407-4,,
BIO04979,RDC02483,28316028,10.1007/s00726-017-2407-4,,
BIO04980,RDC02484,28316028,10.1007/s00726-017-2407-4,,
BIO04981,RDC02484,28316028,10.1007/s00726-017-2407-4,,
BIO04982,RDC02485,28316028,10.1007/s00726-017-2407-4,,
BIO04983,RDC02485,28316028,10.1007/s00726-017-2407-4,,
BIO04990,RDC02492,33277750,10.1111/cas.14761,,
BIO04991,RDC02492,33277750,10.1111/cas.14761,,
BIO05000,RDC02501,,10.1007/s00259-017-3919-6,,
BIO05006,RDC02352,12766607,10.1097/00006231-200306000-00013,,
BIO05007,RDC02352,12766607,10.1097/00006231-200306000-00013,,
BIO05008,RDC02353,29156712,10.18632/oncotarget.19616,,
BIO05009,RDC02353,29156712,10.18632/oncotarget.19616,,
BIO05010,RDC02355,37382662,10.1007/s00259-023-06313-1,,
BIO05011,RDC02355,37382662,10.1007/s00259-023-06313-1,,
BIO04640,RDC02355,37382662,10.1007/s00259-023-06313-1,,
BIO04820,RDC02355,37382662,10.1007/s00259-023-06313-1,,
BIO04638,RDC02356,40358697,10.1007/s00259-025-07321-z,,
BIO04639,RDC02356,40358697,10.1007/s00259-025-07321-z,,
BIO05012,RDC02356,40358697,10.1007/s00259-025-07321-z,,
BIO05013,RDC02356,40358697,10.1007/s00259-025-07321-z,,
BIO05014,RDC02357,32409308,10.1158/0008-5472.CAN-19-3269,,
BIO05015,RDC02357,32409308,10.1158/0008-5472.CAN-19-3269,,
BIO05016,RDC02358,34967041,10.1002/jlcr.3960,,
BIO05017,RDC02358,34967041,10.1002/jlcr.3960,,
BIO05019,RDC02361,,10.1158/0008-5472.CAN-06-0454,,
BIO05020,RDC02362,16419157,10.3748/wjg.v11.i40.6288,,
BIO05021,RDC02363,20354120,10.1158/1535-7163.MCT-09-0862,,
BIO05022,RDC02363,20354120,10.1158/1535-7163.MCT-09-0862,,
BIO05025,RDC02365,16203812,10.1158/1078-0432.CCR-1004-0006,,
BIO05026,RDC02365,16203812,10.1158/1078-0432.CCR-1004-0006,,
BIO05027,RDC02366,16278412,10.1158/1078-0432.CCR-05-1246,,
BIO05028,RDC02372,11197965,,,
BIO05031,RDC02376,12134139,,,
BIO05032,RDC02376,12134139,,,
BIO05033,RDC02377,11312683,10.1021/bc000092h,,
BIO05034,RDC02378,11312683,10.1021/bc000092h,,
BIO05035,RDC02379,11087333,10.1021/bc0000379,,
BIO05036,RDC02380,11087333,10.1021/bc0000379,,
BIO05037,RDC02381, 11792185,10.1021/bc015535b,,
BIO05038,RDC02382,12009958,10.1021/bc015585g,,
BIO05039,RDC02382,12009958,10.1021/bc015585g,,
BIO05040,RDC02383,12236780,10.1021/bc025565u,,
BIO05041,RDC02384,16417253,10.1021/bc0502614,,
BIO05042,RDC02384,16417253,10.1021/bc0502614,,
BIO05043,RDC02385,17988078,10.1021/bc700161p,,
BIO05044,RDC02386,17988078,10.1021/bc700161p,,
BIO05045,RDC02386,17988078,10.1021/bc700161p,,
BIO05046,RDC02387,24382090,10.1021/BC4004926,,
BIO05047,RDC02387,24382090,10.1021/BC4004926,,
BIO05048,RDC02388,24382090,10.1021/BC4004926,,
BIO05049,RDC02388,24382090,10.1021/BC4004926,,
BIO05050,RDC02389,24382090,10.1021/BC4004926,,
BIO05051,RDC02389,24382090,10.1021/BC4004926,,
BIO05052,RDC02390,,10.1039/c6ra26003a,,
BIO05053,RDC02390,,10.1039/c6ra26003a,,
BIO05054,RDC02391,,10.1039/c6ra26003a,,
BIO05055,RDC02391,,10.1039/c6ra26003a,,
BIO05056,RDC02394, 24299067,10.1089/cbr.2013.1562,,
BIO05057,RDC02397,18312824,10.1016/j.nucmedbio.2007.10.010,,
BIO05058,RDC02397,18312824,10.1016/j.nucmedbio.2007.10.010,,
BIO05064,RDC02402,21051650,10.2967/jnumed.110.079376,,
BIO05065,RDC02404,28232604,10.2967/jnumed.116.187021,,
BIO05067,RDC02406,25226518,10.1371/journal.pone.0106921,,
BIO05069,RDC02410,23175797,10.1093/protein/gzs096,,
BIO05070,RDC02411,31588245, 10.7150/thno.35461,,
BIO05071,RDC02411,31588245, 10.7150/thno.35461,,
BIO05072,RDC02412,31588245, 10.7150/thno.35461,,
BIO05073,RDC02412,31588245, 10.7150/thno.35461,,
BIO05074,RDC02413,31588245, 10.7150/thno.35461,,
BIO05075,RDC02413,31588245, 10.7150/thno.35461,,
BIO05076,RDC02414,31588245, 10.7150/thno.35461,,
BIO05078,RDC02306,19244101, 10.1158/0008-5472.CAN-08-4363,,
BIO05080,RDC02319,12804039,10.1089/108497803765036300,,
BIO05081,RDC02321,25460570,10.1371/journal.pone.0113601,,
BIO05082,RDC02321,25460570,10.1371/journal.pone.0113601,,
BIO05083,RDC02321,25460570,10.1371/journal.pone.0113601,,
BIO05084,RDC02321,25460570,10.1371/journal.pone.0113601,,
BIO05086,RDC02321,29959213,10.2967/jnumed.118.209510,,
BIO05087,RDC02321,25261237,10.1158/0008-5472.CAN-14-0764,,
BIO05088,RDC02321,25261237,10.1158/0008-5472.CAN-14-0764,,
BIO05089,RDC02322,25261237,10.1158/0008-5472.CAN-14-0764,,
BIO05092,RDC02322,25261237,10.1158/0008-5472.CAN-14-0764,,
BIO05090,RDC02336,30115119,10.1186/s13075-018-1681-1,,
BIO05091,RDC02336,30115119,10.1186/s13075-018-1681-1,,
EF02256,RDC02256,,10.1101/2024.09.06.611663,,
EF02257,RDC02278,37378300,10.3389/fmed.2023.1191315,,
EF02258,RDC02423,35895745,10.1158/2326-6066.CIR-21-0405,,
EF02259,RDC02428,31375632,10.1073/pnas.1905005116,,
EF02261,RDC02436,39168519,10.2967/jnumed.124.267685,,
EF02262,RDC02440,39828865,10.1007/s00259-024-07056-3,,
EF02263,RDC02441,40521192,10.7150/thno.107209,,
EF02264,RDC02442,39688699,10.1007/s00259-024-07022-z,,
EF02265,RDC02444,40408541,10.1021/acs.molpharmaceut.4c01410,,
EF02266,RDC02449,39472474,10.1038/s41598-024-76778-z,,
EF02267,RDC02451,,10.7150/thno.101046,,
EF02268,RDC02466,,10.7150/thno.106948,,
EF02269,RDC02467,37908059,10.1021/acs.jmedchem.3c01135,,
EF02270,RDC02469,,10.1007/s00259-025-07139-9,,
EF02271,RDC02501,29350258,10.1007/s00259-017-3919-6,,
EF02274,RDC02366,16278412,10.1158/1078-0432.CCR-05-1246,,
EF02275,RDC02393, 24299067,10.1089/cbr.2013.1562,,
EF02277,RDC02402,21051650,10.2967/jnumed.110.079376,,
EF02278,RDC02404,28232604,10.2967/jnumed.116.187021,,
EF02280,RDC02302,33082277, 10.1158/1535-7163.MCT-20-0306,,
EF02281,RDC02303,17803443,10.1089/cbr.2007.366,,
EF02282,RDC02304,17803443,10.1089/cbr.2007.366,,
EF02283,RDC02314,,10.1182/blood.V120.21.4096.4096,,
EF02284,RDC02317,12804039,10.1089/108497803765036300,,
EF02285,RDC02321,25460570,10.1371/journal.pone.0113601,,
EF02286,RDC02322,25460570,10.1371/journal.pone.0113601,,
EF02288,RDC02330,29959213,10.2967/jnumed.118.209510,,
BIO05400,RDC02516,23236020,10.2967/jnumed.112.107235,,
BIO05406,RDC02525,25034091,10.2967/jnumed.114.141614,,
BIO05407,RDC02529,25034091,10.2967/jnumed.114.141614,,
BIO05410,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
BIO05411,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
BIO05412,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
BIO05413,RDC02515,24030631,10.1158/1535-7163.MCT-13-0422-T,,
BIO05414,RDC02531,39445478,10.1021/acs.molpharmaceut.4c00667,,
BIO05415,RDC02531,39445478,10.1021/acs.molpharmaceut.4c00667,,
BIO05416,RDC02532,34251183,10.1021/acs.bioconjchem.1c00198,,
BIO05417,RDC02533,34251183,10.1021/acs.bioconjchem.1c00198,,
BIO05418,RDC02534,34251183,10.1021/acs.bioconjchem.1c00198,,
BIO05419,RDC02535,34251183,10.1021/acs.bioconjchem.1c00198,,
BIO05420,RDC02536,34251183,10.1021/acs.bioconjchem.1c00198,,
BIO05421,RDC02537,34251183,10.1021/acs.bioconjchem.1c00198,,
BIO05422,RDC02538,30023950,10.1021/acsomega.8b00059,,
BIO05423,RDC02539,39982495,10.1021/acs.jmedchem.4c02932,,
BIO05424,RDC02540,39982495,10.1021/acs.jmedchem.4c02932,,
BIO05425,RDC02541,29028357,10.1021/acs.molpharmaceut.7b00415,,
BIO05426,RDC02542,28094532,10.1021/acs.molpharmaceut.6b01010,,
BIO05427,RDC02543,28094532,10.1021/acs.molpharmaceut.6b01010,,
BIO05428,RDC02544,28094532,10.1021/acs.molpharmaceut.6b01010,,
BIO05430,RDC02546,27145400,10.1021/acs.molpharmaceut.6b00143,,
BIO05431,RDC02547,27145400,10.1021/acs.molpharmaceut.6b00143,,
BIO05432,RDC02548,18646835,10.1021/bc800183r,,
BIO05433,RDC02549,18646835,10.1021/bc800183r,,
BIO05435,RDC02551,30992201,10.1016/j.bmc.2019.04.013,,
BIO05436,RDC02515,26162583,10.1016/j.nucmedbio.2015.06.006,,
BIO05437,RDC02516,26162583,10.1016/j.nucmedbio.2015.06.006,,
BIO05438,RDC02552,20045643,10.1016/j.bmcl.2009.12.075,,
BIO05442,RDC02552,20045643,10.1016/j.bmcl.2009.12.075,,
BIO05443,RDC02556,20696224,10.1016/j.ijpharm.2010.08.002,,
BIO05444,RDC02557,21542552,,,
BIO05445,RDC02557,21542552,,,
BIO05446,RDC02558,20799032,10.1007/s00259-010-1597-8,,
BIO05447,RDC02558,20799032,10.1007/s00259-010-1597-8,,
BIO05448,RDC02559,21982573,10.1016/j.nucmedbio.2011.03.004,,
BIO05449,RDC02559,21982573,10.1016/j.nucmedbio.2011.03.004,,
BIO05450,RDC02560,22497506,10.1021/mp200418f,,
BIO05451,RDC02561,21425922,10.3109/1061186X.2011.561857,,
BIO05452,RDC02562,27054811,10.1021/acs.molpharmaceut.5b00989,,
BIO05453,RDC02563,36432702,10.3390/pharmaceutics14112511,,
BIO05454,RDC02533,33063250,10.1007/s00259-020-04980-y,,
BIO05455,RDC02534,33063250,10.1007/s00259-020-04980-y,,
BIO05456,RDC02532,33063250,10.1007/s00259-020-04980-y,,
BIO05457,RDC02565,34814663,10.1186/s13045-021-01171-6,,
BIO05458,RDC02566,34814663,10.1186/s13045-021-01171-6,,
BIO05459,RDC02567,34814663,10.1186/s13045-021-01171-6,,
BIO05460,RDC02568,38480650,10.1007/s11307-024-01901-5,,
BIO05461,RDC02569,,10.1021/acs.molpharmaceut.7b00357,,
BIO05462,RDC02569,,10.1021/acs.molpharmaceut.7b00357,,
BIO05463,RDC02569,,10.1021/acs.molpharmaceut.7b00357,,
BIO05464,RDC02570,,10.1021/acs.molpharmaceut.7b00357,,
BIO05466,RDC02572,35696536,10.1021/acs.molpharmaceut.2c00279,,
BIO05467,RDC02572,35696536,10.1021/acs.molpharmaceut.2c00279,,
BIO05468,RDC02572,35696536,10.1021/acs.molpharmaceut.2c00279,,
BIO05469,RDC02572,35696536,10.1021/acs.molpharmaceut.2c00279,,
BIO05470,RDC02569,29450576,10.1007/s00259-018-3941-3,,
BIO05471,RDC02569,29450577,10.1007/s00259-018-3941-3,,
BIO05472,RDC02570,29450578,10.1007/s00259-018-3941-3,,
BIO05473,RDC02573,34026426,10.1002/advs.202001879,,
BIO05474,RDC02574,34026426,10.1002/advs.202001879,,
BIO05475,RDC02574,34026426,10.1002/advs.202001879,,
BIO05476,RDC02575,39725695,10.1007/s00259-024-07036-7,,
BIO05477,RDC02575,39725695,10.1007/s00259-024-07036-7,,
BIO05478,RDC02569,29025987,10.2967/jnumed.117.196063,,
BIO05480,RDC02577,39540871,10.1021/acs.bioconjchem.4c00497,,
BIO05481,RDC02577,39540871,10.1021/acs.bioconjchem.4c00497,,
BIO05482,RDC02569,32255416,10.1148/radiol.2020192621,,
BIO05483,RDC02570,32255416,10.1148/radiol.2020192621,,
BIO05484,RDC02581,34677626,10.1007/s00259-021-05593-9,,
BIO05485,RDC02582,34677626,10.1007/s00259-021-05593-9,,
BIO05487,RDC02581,34677626,10.1007/s00259-021-05593-9,,
BIO05488,RDC02584,33095874,10.1182/bloodadvances.2020002603,,
BIO05489,RDC02584,33095874,10.1182/bloodadvances.2020002603,,
BIO05490,RDC02585,33095874,10.1182/bloodadvances.2020002603,,
BIO05491,RDC02587,29301755,10.1182/blood-2017-09-807263,,
BIO05492,RDC02587,29301755,10.1182/blood-2017-09-807263,,
BIO05493,RDC02589,31413916,10.1080/2162402X.2019.1607673,,
BIO05494,RDC02588,31413916,10.1080/2162402X.2019.1607673,,
BIO05495,RDC02590,36008121,10.2967/jnumed.122.264349,,
BIO05496,RDC02592,25256059,10.2967/jnumed.114.144881,,
BIO05497,RDC02593,25256059,10.2967/jnumed.114.144881,,
BIO05499,RDC02594,25919487,10.1021/mp5006917,,
BIO05500,RDC02595,38680059,10.1021/acs.molpharmaceut.4c00095,,
BIO05501,RDC02596,38680059,10.1021/acs.molpharmaceut.4c00095,,
BIO05502,RDC02597,40815685,10.1021/acs.bioconjchem.5c00277,,
BIO05503,RDC02598,40815685,10.1021/acs.bioconjchem.5c00277,,
BIO05504,RDC02599,40815686,10.1021/acs.bioconjchem.5c00277,,
BIO05505,RDC02590,23265977,10.1016/j.nucmedbio.2012.10.010,,
BIO05506,RDC02600,23265977,10.1016/j.nucmedbio.2012.10.010,,
BIO05507,RDC02601,31745667,10.1007/s00775-019-01742-6,,
BIO05508,RDC02602,31745667,10.1007/s00775-019-01742-6,,
BIO05509,RDC02602,31745667,10.1007/s00775-019-01742-6,,
BIO05510,RDC02611,35895995,10.1021/acs.molpharmaceut.2c00361,,
BIO05511,RDC02611,35895995,10.1021/acs.molpharmaceut.2c00361,,
BIO05513,RDC02613,9218831,10.1007/s00259-024-06896-3,,
BIO05515,RDC02618,32284393,10.2967/jnumed.120.241877,,
BIO05516,RDC02620,40183579,10.1021/acsami.5c01451,,
BIO05517,RDC02620,40183579,10.1021/acsami.5c01451,,
BIO05518,RDC02621,31658755,10.3390/cancers11101531,,
BIO05519,RDC02622,29513764,10.1371/journal.pone.0193832,,
BIO05520,RDC02622,29513764,10.1371/journal.pone.0193832,,
BIO05523,RDC02624,18355690,10.1016/j.nucmedbio.2007.12.008,,
BIO05524,RDC02625,21741258,10.1016/j.nucmedbio.2011.05.003,,
BIO05525,RDC02625,21741258,10.1016/j.nucmedbio.2011.05.003,,
BIO05526,RDC02625,21741258,10.1016/j.nucmedbio.2011.05.003,,
BIO05527,RDC02625,21741258,10.1016/j.nucmedbio.2011.05.003,,
BIO05528,RDC02626,26307499,10.1016/j.nucmedbio.2015.07.008,,
BIO05529,RDC02626,26307499,10.1016/j.nucmedbio.2015.07.008,,
BIO05530,RDC02626,26307499,10.1016/j.nucmedbio.2015.07.008,,
BIO05531,RDC02627,19759100,10.2967/jnumed.108.059485,,
