entity_id,entity_category,name,synonyms,external_id,smiles,structure_image,formula,iupac_name,inchi,inchikey,pubchem_cid,mol2d_path,mol3d_path,molecular_weight,complexity,heavy_atom_count,hbond_acceptors,hbond_donors,rotatable_bonds,logp,tpsa,ligand_type,linker_type,radionuclide_symbol,radionuclide_half_life,radionuclide_emission,radionuclide_energy,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,notes,created_at,updated_at
RDC00456,RDC,[64Cu]Cu-DOTA-bitistatin,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA was activated with EDC/sulfo-NHS and conjugated to bitistatin. The conjugate was then labeled with ⁶⁴CuCl₂ in 0.03 M citrate buffer (pH 6.5) at 55°C for 40 minutes. After purification, the specific activity was approximately 250 µCi/µg, with a radiochemical purity of about 96% as determined by FPLC.",,~96%,250 μCi/g,,,
RDC00457,RDC,[64Cu]Cu-BAD-2IT-Bitistatin,,,,,,,,,,,,,,,,,,,,,,,,,,"BAD and 2-iminothiolane (2IT) were used to co-modify bitistatin. The product was then reacted with ⁶⁴CuCl₂ in 0.1 M citrate buffer (pH 6.5) at 55°C for 40 minutes. After purification, the specific activity reached 50 µCi/µg, with a radiochemical purity of 90% as determined by FPLC.",,0.9,50 μCi/g,,,
RDC00461,RDC,[⁹⁹ᵐTc]Tc-RAFT-RGD,,,,,,,,,,,,,,,,,,,,,,,,,,"Using the IsoLink kit, ⁹⁹ᵐTc-RAFT-RGD was heated at 100°C for 20 min. The pH was adjusted to 7-8 with 2N HCl, followed by adding 100μg of ligand and incubating at 60°C for 20 min. After cooling for 20 min at room temperature, radiochemical purity (RCP) was determined by TLC. Stability was assessed by HPLC.",,≥95%,,,,
RDC00462,RDC,[18F]F-FB-PEG3-Glu-RGD-BBN,,,,,,,,,,,,,,,,,,,,,,,,,,"[¹⁸F]-SFB was synthesized and purified as reported, dried, and redissolved in DMSO. It was mixed with PEG₃-Glu-RGD-BBN peptide and DIPEA in DMSO, incubated at 60°C for 30 min. The mixture was diluted with 5% acetic acid and purified by semi-prep RP-HPLC. The [¹⁸F]-FB-PEG₃-Glu-RGD-BBN fraction was collected, dried, and reconstituted in PBS.",0.42,>99%,100 TBq/mmol,,,
RDC00467,RDC,[64Cu]Cu-DOTA-E[c(RGDyK)]₂,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling performed in acetate buffer (pH 5.5) at 50°C for 45 min; purified via C-18 SepPak cartridge with 85% ethanol elution.,>95%,>95%,25.9–51.8 GBq/μmol,,,
RDC00469,RDC,[111In]In-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,>95%,,,,
RDC00468,RDC,[¹⁷⁷Lu]Lu-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,>95%,,,,
RDC00480,RDC,[64Cu]Cu-DOTA-E{E[c(RGDfK)]2}2,,,,,,,,,,,,,,,,,,,,,,,,,,64CuCl₂ diluted in 0.1 mol/L sodium acetate and added to DOTA conjugate (5 μg peptide per mCi 64Cu). Incubated for 1 h at 50°C. Purified by semipreparative HPLC.,,>95%,37 GBq/μmol,,,
RDC00483,RDC,[⁹⁹ᵐTc]Tc-T7,,,,,,,,,,,,,,,,,,,,,,,,,,"T7 peptide was labeled via carbonyl technetium. A vial containing sodium borohydride, carbonate, and tartrate was purged with CO, then reacted with ⁹⁹mTcO₄⁻ at 80°C. After cooling and pH adjustment, the resulting ⁹⁹mTc(CO)₃⁺ intermediate was reacted with T7 at 50°C. The final product was purified by HPLC.",,>90%,,,,
RDC00510,RDC,¹¹¹In-DTPA-Fab-PEG₂₄-EGF,,,,,,,,,,,,,,,,,,,,,,,,,,Conjugation: Fab-PEG₂₄-EGF was reacted with 4-fold molar excess DTPA dianhydride in 50 mM NaHCO₃ (pH 8.0) for 1 h at RT.Purification: Sephadex G25 column eluted with 1 M sodium acetate (pH 6.0).Radiolabeling: Purified DTPA-Fab-PEG₂₄-EGF incubated with ¹¹¹InCl₃ in 1 M sodium acetate (pH 6.0) for 1 h at RT.Quality Control: Instant thin-layer chromatography (ITLC-SG) developed in 100 mM sodium citrate (pH 5.0).,,>95%,3.5 - 4.0 MBq/μg,,,
RDC00511,RDC,¹¹¹In-DTPA-Fab-PEG₂₄-HRG,,,,,,,,,,,,,,,,,,,,,,,,,,Fab-PEG₂₄-HRG reacted with 4-fold molar excess DTPA dianhydride in 50 mM NaHCO₃ (pH 8.0) for 1 h at RT.Sephadex G25 column eluted with 1 M sodium acetate (pH 6.0).Purified DTPA-Fab-PEG₂₄-HRG incubated with ¹¹¹InCl₃ in 1 M sodium acetate (pH 6.0) for 1 h at RT.Instant thin-layer chromatography (ITLC-SG) developed in 100 mM sodium citrate (pH 5.0).,,>95%,3.5-4.0 MBq/μg,,,
RDC00512,RDC,¹⁷⁷Lu-DOTA-Fab-PEG₂₄-EGF,,,,,,,,,,,,,,,,,,,,,,,,,,Purified DOTA-Fab-PEG₂₄-EGF was labeled by incubation with ¹⁷⁷LuCl₃ for 90 min at 42°C,,> 90%,,,,
RDC00513,RDC,[111In]In-panitumumab-DOTA,,,,,,,,,,,,,,,,,,,,,,,,,,Labeled with [111In]InCl3 at 42°C for 2h,>95%,>95%,1 MBq/μg,,,
RDC00514,RDC,[177Lu]Lu-panitumumab-DOTA,,,,,,,,,,,,,,,,,,,,,,,,,,Labeled with [177Lu]LuCl3 at 42°C for 2h,>95%,>95%,1 MBq/μg,,,
RDC00515,RDC,[111In]In-panitumumab-MCP,,,,,,,,,,,,,,,,,,,,,,,,,,Labeled with [111In]InCl3 at 42°C for 2h,>95%,>95%,1 MBq/μg,,,
RDC00515,RDC,[111In]In-panitumumab-MCP,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling in 0.1M HEPES pH 5.0 at 42°C for 3h,>90%,>95%,70.7 ± 3.2 MBq/μg,,,
RDC00516,RDC,[177Lu]Lu-panitumumab-MCP,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling in 0.1M HEPES pH 5.0 at 42°C for 3h,>90%,>95%,71.5 ± 9.2 MBq/μg,,,
RDC00517,RDC,[64Cu]Cu-NOTA-panitumumab F(ab')2,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA conjugation at 40°C for 1h,>90%,>95%,0.3 - 3.6 MBq/μg,,,
RDC00513,RDC,[111In]In-DOTA-panitumumab,,,,,,,,,,,,,,,,,,,,,,,,,,Panitumumab conjugated to DOTA and labeled with 111In,,96-98%,0.1 - 2.0 MBq/μg,,,
RDC00518,RDC,"[177Lu]Lu-CHX-A""-DTPA-Nimotuzumab",,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation at 10:1 molar ratio, radiolabeling at pH~6.0, 15 min incubation at ambient temperature",>98%,>98%,,,,
RDC00519,RDC,[177Lu]Lu-DOTA-Nimotuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation at 10:1 molar ratio, radiolabeling at pH~6.0, 15 min incubation at ambient temperature",>98%,>98%,,,,
RDC00520,RDC,[64Cu]Cu-PCTA-cetuximab,,,,,,,,,,,,,,,,,,,,,,,,,,Radiochemical method_Description: Cetuximab was conjugated with p-SCN-Bn-PCTA and radiolabeled with 64Cu at room temperature for 1h,>98%,>98%,,,,
RDC00514,RDC,[177Lu]Lu-DOTA-panitumumab,,,,,,,,,,,,,,,,,,,,,,,,,,Conjugated with DOTA and radiolabeled with 177Lu,~80%,>95%,,,,
RDC00521,RDC,[177Lu]Lu-DOTA-cetuximab,,,,,,,,,,,,,,,,,,,,,,,,,,Conjugated with DOTA and radiolabeled with 177Lu,~80%,>95%,,,,
RDC00522,RDC,[213Bi]Bi-anti-EGFR-MAb,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 213Bi eluted from 225Ac/213Bi generator,>95%,>95%,0.22 - 1.98 MBq/μg,,,
RDC00522,RDC,[213Bi]Bi-anti-EGFR-mAb,,,,,,,,,,,,,,,,,,,,,,,,,,"Anti-EGFR-mAb conjugated with SCN-CHX-A""-DTPA, incubated with 213Bi eluate in ammonium acetate buffer (pH 5.3) for 7 min at room temperature",>95%,>99%,,,,
RDC00523,RDC,[89Zr]Zr-DFO-ZEGFR:03115,,,,,,,,,,,,,,,,,,,,,,,,,,89Zr labeling procedure described in Supplemental Data,>95%,>95%,4 MBq/μg,,,
RDC00524,RDC,[18F]AlF-NOTA-ZEGFR:1907,,,,,,,,,,,,,,,,,,,,,,,,,,"NOTA-ZEGFR:1907 was labeled with 18F via formation of aluminum 18F-fluoride complexation by NOTA (one step, 40 min)",15%,>95%,2 GBq/μmol,,,
RDC00525,RDC,[18F]CBT-ZEGFR:1907,,,,,,,,,,,,,,,,,,,,,,,,,,"18F-CBT was conjugated to Cys-ZEGFR:1907 via condensation reaction (two steps, 120 min)",0,>95%,22 GBq/μmol,,,
RDC00528,RDC,[64Cu]Cu-NOTA-linker-β-Ala-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation with p-SCN-Bn-NOTA, incubation at 50°C for 1 h",>95%,>95%,500 - 700 GBq/μmol,,,
RDC00529,RDC,[64Cu]Cu-NOTA-Bn-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,Reaction of 30μg GE11-Bn-NOTA with 44.4 MBq [64Cu]CuCl2 in 0.1M NH4OAc (pH=6) at ambient temperature for 2 hr,0,>90%,,,,
RDC00530,RDC,[68Ga]Ga-NOTA-RGD-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,"68GaCl3 eluted with 0.1N HCl, labeled at room temperature with HEPES buffer (pH 4.1-4.3) for 15 min",>95%,>95%,35 MBq/nmol,,,
RDC00531,RDC,[64Cu]Cu-DOTA-ZEGFR:1907,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 64Cu at 45°C for 1 h incubation, purified by PD-10 column",>50%,>95%,,,,
RDC00531,RDC,[64Cu]Cu-DOTA-ZEGFR:1907,,,,,,,,,,,,,,,,,,,,,,,,,,64Cu labeling of DOTA-ZEGFR:1907 performed as reported previously,,,,,,
RDC00524,RDC,[18F]AlF-NOTA-ZEGFR:1907,,,,,,,,,,,,,,,,,,,,,,,,,,One-step labeling with Al18F in sodium acetate buffer at 100°C for 15 min,0,>95%,2 GBq/μmol,,,
RDC00533,RDC,[89Zr]Zr-DFO-ZEGFR:2377,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 89Zr at room temperature and neutral pH using DFO chelator,99±1%,1,,,,
RDC00534,RDC,[89Zr]Zr-FSC-ZEGFR:2377,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling in HEPES buffer (0.5M, pH 6.98) at 85°C for 30 min",>96%,>99%,,,,
RDC00535,RDC,[68Ga]Ga-DFO-ZEGFR:2377,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling performed at 85°C for 10 min in NaOAc buffer (pH 4),73±3%,>98%,22 MBq/μg,,,
RDC00536,RDC,[57Co]Co-DOTA-ZEGFR:2377,,,,,,,,,,,,,,,,,,,,,,,,,,"Incubation at 60°C for 30 min in 0.2 M ammonium acetate, pH 5.5",>99%,>95%,,,,
RDC00537,RDC,[68Ga]Ga-NODA-GA-PEG1-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,"pH 3.5-4.0, 45-50°C, 10 min",≥97%,≥97%,41 - 104 GBq/μmol,,,
RDC00538,RDC,[68Ga]Ga4,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 25°C, pH 4.2 for 10 min",>98%,,,,,
RDC00539,RDC,[68Ga]Ga5,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 25°C, pH 4.2 for 10 min",>98%,,,,,
RDC00540,RDC,[99mTc]Tc-peptide-GE11,,,,,,,,,,,,,,,,,,,,,,,,,,Ligand exchange method using SnCl2·2H2O,98.40±1.00%,>95%,,,,
RDC00542,RDC,[89Zr]ZrDFO-amivantamab,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugated with DFO-Bz-NCS, radiolabeled in 0.25 M HEPES (pH 7.1)",≥95%,≥98% monomer,148 MBq/mg,,,
RDC00542,RDC,[89Zr]ZrDFO-amivantamab,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugated with DFO-Bz-NCS, radiolabeled in 0.25 M HEPES (pH 7.1)",≥95%,≥98% monomer,148 MBq/mg,,,
RDC00543,RDC,[90Y]Y-DOTA-panitumumab,,,,,,,,,,,,,,,,,,,,,,,,,,90YCl3 in 0.05 N HCl added to DOTA-panitumumab in 0.2 N sodium acetate buffer at 37°C for 30 min,~80%,>99%,,,,
RDC00543,RDC,[90Y]Y-DOTA-panitumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"90YCl3 in 0.05N HCl added to DOTA-panitumumab in 0.2N sodium acetate buffer, incubated at 37°C for 30 min",~80%,>99%,,,,
RDC00544,RDC,[89Zr]Zr-DFO-nimotuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Optimal labeling condition: pH 7±0.2, 37°C, 2 h incubation",91±1.2%,>98%,1 MBq/μg,,,
RDC00545,RDC,[89Zr]Zr-cetuximab,,,,,,,,,,,,,,,,,,,,,,,,,,"89Zr labeling achieved via N-sucDf conjugation, purified by PD10 columns",~98%,,78 MBq/mg,,,
RDC00546,RDC,[64Cu]Cu-DOTA-panitumumab,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA conjugation with 200:1 ratio to antibody, labeled with 64CuCl2 in sodium acetate buffer",85.0%±9.2%,>95%,1 GBq/mg,,,
RDC00547,RDC,[68Ga]Ga-Df-Bz-NCS-7D12,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanobody 7D12 was premodified with Df-Bz-NCS at pH 9. Radiolabelling with purified 68Ga was performed at pH 5.0-6.5 for 5 min at room temperature. Purified by PD-10 column using 0.25 M NaOAc with 5 mg ml-1 gentisic acid, pH 5.5",55-70%,>96%,100 - 500 MBq/mg,,,
RDC00548,RDC,[99mTc]Tc-ZEGFR-EEEC,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyophilized kit labeling with tin(II) chloride dihydrate, gluconic acid sodium salt and EDTA",16±1%,>95%,,,,
RDC00549,RDC,[99mTc]Tc-HYNIC-MPG,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with EDDA/tricine coligands at 100°C for 10 min,>98%,>98%,,,,
RDC00551,RDC,[64Cu]Cu-NCAB001,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1 M acetate buffer (pH 6.0), 1h at 40°C",>95%,≥95%,1.1 - 1.7 GBq/mg,,,
RDC00551,RDC,[64Cu]Cu-NCAB001,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1 M acetate buffer (pH 6.0), 1h at 40°C",>95%,>95%,5 GBq/μmol,,,
RDC00551,RDC,[64Cu]Cu-NCAB001,,,,,,,,,,,,,,,,,,,,,,,,,,"64CuCl2 dissolved in acetate buffer, added to PCTA-NCAB001 solution, incubated at 40°C for 1h",≥95%,≥95%,,,,
RDC00552,RDC,[99mTc]Tc-SYPIPDT-ECG-TAMRA,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling with 99mTc was done using ligand exchange via tartrate at 95°C for 15 min,>95%,>95%,,,,
RDC00553,RDC,[99mTc]Tc-STHHYYP-ECGK-TAMRA,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling with tin(II) chloride at 95°C for 15 min,>93%,>90% after 24h,,,,
RDC00554,RDC,[89Zr]Zr-DFO-Panitumumab,,,,,,,,,,,,,,,,,,,,,,,,,,Panitumumab was conjugated with DFO and radiolabeled with zirconium-89,>99%,90-97%,24.98 - 25.0 MBq/nmol,,,
RDC00555,RDC,[89Zr]Zr-matuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 37°C for 90 min, purified by SEC",≥80%,≥95%,1 MBq/μg,,,
RDC00556,RDC,[225Ac]Ac-macropa-nimotuzumab-PEG6-DM1,,,,,,,,,,,,,,,,,,,,,,,,,,Conjugation with p-SCN-macropa followed by 225Ac labeling,>95%,>99%,3 kBq/μg,,,
RDC00557,RDC,[225Ac]Ac-macropa-nimotuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeled at 10 kBq/μg in 0.1 M HCl, purified by HPLC",>90%,>99%,10 kBq/μg,,,
RDC00558,RDC,[89Zr]Zr-nimotuzumab-SpyTag-ΔN-SpyCatcher,,,,,,,,,,,,,,,,,,,,,,,,,,"89Zr-oxalate in HEPES buffer with sodium bicarbonate, 37°C, 2 h",76.8±2.1%,>95%,1 MBq/μg,,,
RDC00563,RDC,[99mTc]Tc-TAMRA-GHEG-ECG-RRL,,,,,,,,,,,,,,,,,,,,,,,,,,"Peptide solution mixed with sodium tartrate and SnCl2, heated at 95°C for 15 min",>96%,>96%,,,,
RDC00564,RDC,[99mTc]Tc-TAMRA-GHEG-ECG-SDV,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiolabeling with 99mTc using ligand exchange methods, purified by RP-HPLC",>99%,>99%,,,,
RDC00566,RDC,[18F]AlF-NOTA-ZHER3:8698,,,,,,,,,,,,,,,,,,,,,,,,,,One-pot radiolabeling at 100°C using NOTA as chelator,38.8±5.8%,>98%,0.8 - 1.5 MBq/μg,,,
RDC00567,RDC,[18F]AlF-NODA-ZHER3:8698,,,,,,,,,,,,,,,,,,,,,,,,,,IEDDA reaction at room temperature,34.0-54.8%,>98%,0.7 - 2.3  MBq/μg,,,
RDC00569,RDC,[89Zr]Zr-MSB0010853,,,,,,,,,,,,,,,,,,,,,,,,,,MSB0010853 was radiolabeled with 89Zr using N-sucDf-TFP-Fe chelator,>95%,>95%,40 - 200 MBq/μg,,,
RDC00570,RDC,([89Zr]Zr-Abe)[89Zr]Zr-Abe / [177Lu]Lu-Abe,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugated with SCN-Bn-Df/DOTA-NHS-ester in carbonate-bicarbonate buffer (pH 9.2) for 2 h, purified using PD-10 columns",,,185  MBq/μg,,,
RDC00571,RDC,( [177Lu]Lu-Abe)[89Zr]Zr-Abe / [177Lu]Lu-Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDC00572,RDC,[89Zr]Zr-Df-Ramucirumab,,,,,,,,,,,,,,,,,,,,,,,,,,89Zr labeling via Df chelation,>80%,>95%,11.7±3.1 mCi/mg,,,
RDC00573,RDC,[99mTc]Tc-TAMRA-GHEG-ECG-GNQWFI,,,,,,,,,,,,,,,,,,,,,,,,,,Ligand exchange via tartrate at 95°C for 15 min,>95%,>95%,,,,
RDC00574,RDC,"[86Y]Y-CHX-A""-DTPA-bevacizumab",,,,,,,,,,,,,,,,,,,,,,,,,,"Bevacizumab conjugated to CHX-A""-DTPA and radiolabeled with 86Y at room temperature for 30 min",60-75%,>95%,2 GBq/mg,,,
RDC00575,RDC,"[177Lu]Lu-CHX-A""-DTPA-Bevacizumab",,,,,,,,,,,,,,,,,,,,,,,,,,"Bevacizumab conjugated with p-NCS-Bn-CHX-A""-DTPA was radiolabeled with 177Lu in 0.1 M sodium acetate (pH~6.0) at ambient temperature for 15 min",,98.0±0.6%,,,,
RDC00576,RDC,[64Cu]Cu-NOTA-ZIGF-1R:4:40,,,,,,,,,,,,,,,,,,,,,,,,,,NOTA-ZIGF-1R:4:40 was radiolabeled with 64Cu in 0.1 N NaOAc (pH 6.3) at 37°C for 1 h,1,>95%,22 GBq/μmol,,,
RDC00577,RDC,[99mTc]Tc-ZIGF1R:4551-GGGC,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit formulation with sodium α-D-glucoheptonate, Na2EDTA, SnCl2",97±3%,99.8±0.4%,,,,
RDC00578,RDC,[99mTc(CO)3]+-(HE)3-ZIGF1R:4551,,,,,,,,,,,,,,,,,,,,,,,,,,"IsoLink kit, 50°C for 60 min, purified using NAP-5 columns",64±6%,99.1±0.9%,,,,
RDC00579,RDC,[111In]In-DOTA-ZIGF1R:4551,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling at 90°C for 30 min, purified by instant thin-layer chromatography",1,1,,,,
RDC00580,RDC,[111In]In-DOTA-Z09591,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with 111In at 80°C for 30 min,1,>95%,1 MBq/μg,,,
RDC00581,RDC,[68Ga]Ga-DOTA-Z09591,,,,,,,,,,,,,,,,,,,,,,,,,,Labeling with generator-produced 68Ga at 95°C for 15 min,92.3±0.6%,99.4±0.3%,2 MBq/μg,,,
RDC00582,RDC,[89Zr]Zr-DFO-ZPDGFRβ,,,,,,,,,,,,,,,,,,,,,,,,,,"pH 7.6-8.0 phosphate buffer, room temperature, 1.5 h",94.1±3.53%,91.71±1.73%,,,,
RDC00583,RDC,[68Ga]Ga-DOTA-ZPDGFRβ,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with 68Ga elution (185-374 MBq) at pH 3.0-4.0, 37°C for 30 min",1,>85% (4h stability),,,,
RDC00584,RDC,[68Ga]Ga-DOTA-ZTRI,,,,,,,,,,,,,,,,,,,,,,,,,,"DOTA-ZTRI mixed with [68Ga]GaCl3-HCl (1 MBq/μg), pH 3.5-4.0, 50°C for 20 min",>95%,>95%,1 MBq/μg,,,
RDC00585,RDC,[177Lu]Lu-huA33,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with CHX-A""-DTPA at pH 5.5, 40 min RT",1,1,35 kBq/μg,,,
RDC00586,RDC,[99mTc]Tc-TAMRA-GHEG-ECG-VAPG,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling with tartrate via ligand exchange,>96%,>96%,,,,
RDC00605,RDC,[213Bi]Bi-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,"Using a ²²⁵Ac/²¹³Bi generator, elute with hydriodic acid (HI), then buffer the eluate to pH 5.5.",> 99%,> 95%,,,,
RDC00611,RDC,[¹¹¹In]In-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,"Labelling was performed in acetate buffer (pH 5, 0.4 M) by heating at 95°C for 25 min, affording labelling yields with ¹¹¹In and ⁹⁰Y of >99% at a specific activity of >38 GBq/µmol peptide",,,,,,
RDC00612,RDC,[¹¹¹In]In-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,"Labelling was performed in acetate buffer (pH 5, 0.4 M) by heating at 95°C for 25 min, affording labelling yields with ¹¹¹In and ⁹⁰Y of >99% at a specific activity of >39 GBq/µmol peptide",,,,,,
RDC00613,RDC,[111In]In-DOTA-LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDC00611,RDC,[111In]In-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDC00618,RDC,[211At]GABLO,,,,,,,,,,,,,,,,,,,,,,,,,,NCS oxidation via tin precursor,46.8 ± 9.5%,> 90%,,,,
RDC00622,RDC,[111In]OC,,,,,,,,,,,,,,,,,,,,,,,,,,Commercial kit (Tyco Healthcare),,,25 MBq/μg,,,
RDC00623,RDC,[64Cu]Cu-LS172,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating in acetate buffer, HPLC purification",,> 95%,153 μCi/μg,,,
RDC00624,RDC,[¹⁷⁷Lu]Lu-LS172,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating in acetate buffer, HPLC purification",,> 95%,12.5 μCi/μg,,,
RDC00625,RDC,[111In]In-DTPA-Y3-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDC00611,RDC,[111In]In-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard labeling with DOTA, HPLC purification",,,37 GBq/μmol,,,
RDC00626,RDC,[111In]In-NOC-ATE,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard labeling with DOTA, HPLC purification",,> 99%,37 GBq/μmol,,,
RDC00627,RDC,[111In]In-BOC-ATE,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard labeling with DOTA, HPLC purification",,> 99%,37 GBq/μmol,,,
RDC00628,RDC,[66Ga]Ga-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,"Heating with acetate buffer, HPLC purification",85~95%,> 95%,,,,
RDC00629,RDC,[67Ga]Ga-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,Similar to Ga-66 method,,,40 GBq/μmol,,,
RDC00631,RDC,[90Y]Y-DOTA-TOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDC00632,RDC,[67Ga]Ga-DOTA-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,"Generator elution (SnO₂ column), ether extraction",,,40 GBq/μmol,,,
RDC00633,RDC,[111In]In-DOTA-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDC00637,RDC,99mTc-HYNIC-Tyr3-octreotide,,,,,,,,,,,,,,,,,,,,,,,,,,"The direct ⁹⁹ᵐTc labeling method, based on the bifunctional chelator HYNIC, was employed, supplemented with C18 reverse-phase chromatography for purification and stringent radiochemical purity control.",,> 95%​,,,,
RDC00639,RDC,[99mTc/EDDA/tricine/HYNIC]-NATE,,,,,,,,,,,,,,,,,,,,,,,,,,Direct Labeling Method​,,>95%​,50 ​GBq/μmol,,,
RDC00642,RDC,64Cu-CB-TE2A-Y3-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,The reaction was heated at ​95°C for 1 hour at pH 8.0.,>95%,,​5.1 mCi/μg,,,
RDC00643,RDC,64Cu-TETA-Y3-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,"The reaction was conducted ​at pH 6.5​ (under typical conditions of ​~40°C for 1 hour, though not explicitly stated in the abstract).",>95%,>95%,,,,
RDC00646,RDC,99mTc-tricine-HYNIC-D-Phe1-Tyr3-octreotide,,,,,,,,,,,,,,,,,,,,,,,,,,"Direct labeling using a lyophilized kit containing HYNIC-TOC, SnCl₂, and tricine.​​",​,>90%,​66 - 133 MBq/nmol,,,
RDC00642,RDC,64Cu-TETA-Y3-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,The reaction was carried out in ​ammonium acetate buffer (pH 5.5)​​ at ​room temperature for 1 hour.,,≥ 95%,,,,
RDC00643,RDC,64Cu-CB-TE2A-Y3-TATE,,,,,,,,,,,,,,,,,,,,,,,,,,The reaction was performed in ​ammonium acetate buffer (pH 8.0)​​ at ​95°C for 1.5 hours.,,≥ 95%,,,,
RDC00650,RDC,64Cu-CB-TE2A-sst2-ANT,,,,,,,,,,,,,,,,,,,,,,,,,,"Reaction of CB-TE2A-sst22-ANT with 64CuCl2​ in 0.1 M NH4​OAc (pH 8.0) at 95°C for 1.5 h, purified via C-18 SepPak",,>95%,,,,
RDC00652,RDC,111In-DOTA-JR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,>90%,80 MBq/nmol,,,
RDC00653,RDC,177Lu-DOTA-JR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,>90%,100 MBq/nmol,,,
RDC00654,RDC,[47Sc]Sc-DOTATOC,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling in 0.25 M ammonium acetate buffer (pH 4-5) at 95°C for 30 min,>99.9%,>99.9%,6.3 MBq/μmol,,,
RDC00655,RDC,68Ga-DOTA-PA1,,,,,,,,,,,,,,,,,,,,,,,,,,"68GaCl₃ + DOTA-PA1 in NaOAc buffer (pH 3.5), 95°C, 10 min, purified by C18 cartridge",>95%,>98%,92.5 GBq/μmol,,,
RDC00656,RDC,99mTc-HYNIC-AATE,,,,,,,,,,,,,,,,,,,,,,,,,,"Labeling with SnCl2​ as reducing agent, EDDA and tricine as coligands, incubated at 100°C for 15–20 min",>97%,>97%,,,,
RDC00657,RDC,177Lu-Satoreotide Tetraxetan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
