drug_id,external_id,drug_name,drug_synonyms,status,Type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,MOA,notes,created_at,updated_at,,,,,,,,,,,,,,
RDC00970,,[68Ga]Ga-SMIC-1012,68Ga-SMIC-1012,Preclinical,Diagnosis ,41452847,10.1021/acs.jmedchem.5c02886,,,,,,"[68Ga]Ga-SMIC-1012 functions by labeling a PSMA ligand, modified with an albumin-binding moiety, with Gallium-68. By leveraging reversible binding to serum albumin to extend blood circulation time, it aims to further increase tumor uptake, enabling higher-sensitivity PET imaging of prostate cancer lesions, particularly micrometastases.",,,,,,,,,,,,,,,,,
RDC00971,,[68Ga]Ga-SMIC-1013,68Ga-SMIC-1013,Preclinical,Diagnosis ,41452847,10.1021/acs.jmedchem.5c02886,,,,,,"[68Ga]Ga-SMIC-1013 functions by labeling a PSMA ligand, modified with a specific hydrophobic albumin-binding motif, with Gallium-68. By leveraging reversible binding to serum albumin to extend blood circulation, it enhances the accumulation of the tracer in PSMA-overexpressing prostate cancer lesions, enabling high-sensitivity PET molecular imaging.",,,,,,,,,,,,,,,,,
RDC00972,,[68Ga]Ga-SMIC-1014,68Ga-SMIC-1014,Preclinical,Diagnosis ,41452847,10.1021/acs.jmedchem.5c02886,,,,,,"[68Ga]Ga-SMIC-1014 functions by labeling a structurally optimized PSMA ligand with Gallium-68, enabling high-sensitivity PET molecular imaging of prostate cancer and its metastatic lesions through high-specific binding to the prostate-specific membrane antigen (PSMA) on the tumor cell surface.",,,,,,,,,,,,,,,,,
RDC00973,,[89Zr]Zr-2A10-VH-FcLALAPG,89Zr-2A10-VH-FcLALAPG,Preclinical,Treatment,41439681,10.1021/acs.bioconjchem.5c00591,,,,,,"[89Zr]Zr-2A10-VH-FcLALAPG functions by labeling a bioengineered single-domain antibody fusion protein (2A10-VH-FcLALAPG) with Zirconium-89. It enables dynamic monitoring of the antibody's in vivo distribution and tumor-targeting efficacy via PET imaging, leveraging its high-specific affinity for the target antigen.",,,,,,,,,,,,,,,,,
RDC00976,,[68Ga]Ga-DOTA-Siglec-9,68Ga-DOTA-Siglec-9,Preclinical,Diagnosis ,41420234,10.1186/s12931-025-03455-8,,,,,,"[68Ga]Ga-DOTA-Siglec-9 functions by labeling a cyclic peptide fragment derived from the Siglec-9 protein with Gallium-68. By leveraging its specific recognition of Vascular Adhesion Protein-1 (VAP-1), which is overexpressed on vascular endothelial cells at inflammatory sites, it enables high-sensitivity PET molecular imaging of infections, rheumatoid arthritis, and various inflammatory diseases.",,,,,,,,,,,,,,,,,
RDC00977,,Al[18F]F-Asp2-TPP-1,Al18F-Asp2-TPP-1,Preclinical,Diagnosis ,41531950,10.1021/acsmedchemlett.5c00448,,,,,,"Al[18F]F-Asp2-TPP-1 functions by labeling an Aluminum-Fluorine-18 complex onto a peptide scaffold containing Triphenylphosphonium (TPP) cations. Leveraging its lipophilic cationic nature, it specifically accumulates in the mitochondria of tumor cells with elevated membrane potential, enabling high-sensitivity PET imaging of various solid tumors.",,,,,,,,,,,,,,,,,
RDC00978,,[68Ga]Ga-NOTA-TR01,68Ga-NOTA-TR01,Preclinical,Diagnosis ,41476540,10.1021/acsomega.5c09356,,,,,,"[68Ga]Ga-NOTA-TR01 functions by securely labeling the ligand TR01 with Gallium-68. By leveraging its high-specific affinity for the target protein FAP (Fibroblast Activation Protein), it enables high-contrast PET molecular imaging of various malignant tumor lesions and metastases.",,,,,,,,,,,,,,,,,
RDC00980,,[68Ga]Ga-CE-21,68Ga-CE-21,Preclinical,Diagnosis ,41275230,10.1186/s12951-025-03868-z,,,,,,"[68Ga]Ga-CE-21 functions by labeling the ligand CE-21 with Gallium-68. By leveraging its high-specific affinity for the target protein FAP (Fibroblast Activation Protein), it enables high-contrast PET molecular imaging of various malignant tumor lesions.",,,,,,,,,,,,,,,,,
RDC00981,,[177Lu]Lu-CE-21,177Lu-CE-21,Preclinical,Treatment,41275230,10.1186/s12951-025-03868-z,,,,,,"[177Lu]Lu-CE-21 is a radiopharmaceutical that utilizes label the radionuclide Lutetium-177 onto the CE-21 ligand, specifically targeting FAP (Fibroblast Activation Protein) to achieve highly effective targeted radionuclide therapy for various malignant solid tumors within the stroma.",,,,,,,,,,,,,,,,,
RDC00984,,[68Ga]Ga-HF12,68Ga-HF12,Preclinical,Diagnosis ,40191352,10.1021/acsomega.4c11396,,,,,,"[68Ga]Ga-HF12 is a radiopharmaceutical that utilizes chelator to label the radionuclide Gallium-68 onto the HF12 ligand, specifically targeting FAP (Fibroblast Activation Protein) to achieve high-contrast PET molecular imaging of various malignant solid tumors.",,,,,,,,,,,,,,,,,
RDC00986,,[68Ga]Ga-DOTA-CXCR4-D1,68Ga-DOTA-CXCR4-D1,Preclinical,Diagnosis ,41486626,10.1021/acs.molpharmaceut.5c01277,,,,,,"[68Ga]Ga-DOTA-CXCR4-D1 is a radiopharmaceutical that utilizes chelator to label the radionuclide Gallium-68 onto the CXCR4-D1 ligand, specifically targeting CXCR4 (Chemokine Receptor 4) to achieve high-contrast PET molecular imaging of various malignant solid tumors (e.g., pancreatic cancer, lymphoma) and inflammatory diseases.",,,,,,,,,,,,,,,,,
RDC00988,,[89Zr]Zr-IRR-VHH,89Zr-IRR-VHH,Preclinical,Diagnosis ,41538702,10.1021/acs.molpharmaceut.5c01385,,,,,,"[89Zr]Zr-IRR-VHH is a radiopharmaceutical that label the radionuclide Zirconium-89 onto the nanobody ligand IRR-VHH, specifically targeting relevant tumor-associated antigens to achieve long-term, precise PET diagnostic imaging of various malignant solid tumors.",,,,,,,,,,,,,,,,,
RDC00989,,[89Zr]Zr-CD126-VHH,89Zr-CD126-VHH,Preclinical,Diagnosis ,41538702,10.1021/acs.molpharmaceut.5c01385,,,,,,"[89Zr]Zr-CD126-VHH is a radiopharmaceutical that label the radionuclide Zirconium-89 onto the nanobody ligand CD126-VHH, specifically targeting the IL-6R (Interleukin-6 Receptor) to achieve long-term, precise PET diagnostic imaging of various malignant solid tumors or inflammatory diseases.",,,,,,,,,,,,,,,,,
RDC00990,,[68Ga]Ga-H-3,68Ga-H-3,Preclinical,Diagnosis ,,10.1016/j.cclet.2026.112361,,,,,,"[68Ga]Ga-H-3 is a radiopharmaceutical that label the radionuclide Gallium-68 onto the H-3 ligand, specifically targeting FAP (Fibroblast Activation Protein) to achieve high-contrast PET diagnostic imaging of malignant solid tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC00991,,[68Ga]Ga-H-3-EB,68Ga-H-3-EB,Phase 1,Diagnosis ,,10.1016/j.cclet.2026.112361,,,,,,"[68Ga]Ga-H-3-EB is a radiopharmaceutical that label the radionuclide Gallium-68 onto the Evans Blue (EB)-modified ligand H-3, specifically targeting FAP (Fibroblast Activation Protein) and leveraging EB to extend blood circulation time, achieving high-contrast PET diagnostic imaging of malignant solid tumors such as pancreatic cancer and nasopharyngeal carcinoma.",,,,,,,,,,,,,,,,,
RDC00992,,[177Lu]Lu-H-3-EB,177Lu-H-3-EB,Preclinical,Treatment,,10.1016/j.cclet.2026.112361,,,,,,"[177Lu]Lu-H-3-EB is a radiopharmaceutical that label the radionuclide Lutetium-177 onto the Evans Blue (EB)-modified ligand H-3, specifically targeting FAP (Fibroblast Activation Protein) and leveraging EB to extend albumin-binding blood circulation, achieving prolonged targeted radionuclide therapy for various malignant solid tumors.",,,,,,,,,,,,,,,,,
RDC00993,,[68Ga]Ga-FA-PSMA,68Ga-FA-PSMA,Preclinical,Diagnosis ,41499560,10.1021/acs.bioconjchem.5c00597,,,,,,"[68Ga]Ga-FA-PSMA is a radiopharmaceutical that label the radionuclide Gallium-68 onto a dual-targeting ligand, specifically targeting PSMA (Prostate-Specific Membrane Antigen) and FR (Folate Receptor) to achieve high-contrast PET diagnostic imaging of malignant solid tumors such as prostate cancer and renal cell carcinoma.",,,,,,,,,,,,,,,,,
RDC00995,,[68Ga]Ga-GR,68Ga-GR,Preclinical,Diagnosis ,,10.64898/2026.01.09.698741,,,,,,"[68Ga]Ga-GR is a radiopharmaceutical that label the radionuclide Gallium-68 onto a GRPR antagonist ligand, specifically targeting GRPR (Gastrin-Releasing Peptide Receptor) to achieve high-contrast PET diagnostic imaging of malignant solid tumors such as prostate cancer and breast cancer.",,,,,,,,,,,,,,,,,
RDC00998,,[89Zr]Zr-Ab-2,89Zr-Ab-2,Preclinical,Diagnosis ,39814321,10.1016/j.jconrel.2025.01.030,,,,,,"[89Zr]Zr-Ab-2 is a radiopharmaceutical that the radionuclide Zirconium-89 onto the antibody ligand Ab-2, specifically targeting its corresponding tumor-associated antigens to achieve long-term, precise PET diagnostic imaging of malignant solid tumors such as breast cancer and gastric cancer.",,,,,,,,,,,,,,,,,
RDC00999,,[68Ga]Ga-NOTA-GL10,68Ga-NOTA-GL10,Preclinical,Diagnosis ,,10.1007/s11426-025-2856-2,,,,,,"[68Ga]Ga-NOTA-GL10 is a radiopharmaceutical that label the radionuclide Gallium-68 onto the GL10 ligand, specifically targeting PSMA (Prostate-Specific Membrane Antigen) to achieve high-contrast PET diagnostic imaging of malignant solid tumors such as prostate cancer.",,,,,,,,,,,,,,,,,
RDC01001,,[68Ga]Ga-MY6349,[68Ga]Ga-MY6349; 68Ga-MY6349,Preclinical,Diagnosis,39509246,10.1172/jci185408,,,,,,"[68Ga]Ga-MY6349 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC01002,,[64Cu]Cu-NOTA-hIMB1636,[64Cu]Cu-NOTA-hIMB1636; 64Cu-hIMB1636,Preclinical,Diagnosis,36063202,10.1007/s00259-022-05954-y,,,,,,"[64Cu]Cu-NOTA-hIMB1636 is an immuno-PET imaging tracer labeled with copper-64, and targeting programmed death-ligand 1 (PD-L1), enabling visualization of tumors such as lung cancer and melanoma.",,,,,,,,,,,,,,,,,
RDC01003,,[177Lu]Lu-DOTA-hIMB1636,[177Lu]Lu-DOTA-hIMB1636; 177Lu-hIMB1636,Preclinical,Treatment,36063202,10.1007/s00259-022-05954-y,,,,,,"[177Lu]Lu-DOTA-hIMB1636 is a radioimmunotherapy agent labeled with lutetium-177, and targeting programmed death-ligand 1 (PD-L1), enabling targeted radiotherapy of tumors such as lung cancer and melanoma.",,,,,,,,,,,,,,,,,
RDC01004,,[⁶⁴Cu]Cu-NOTA-Trodelvy-F(ab')₂,[64Cu]Cu-NOTA-Trodelvy-F(ab')2; 64Cu-Trodelvy F(ab')2,Preclinical,Diagnosis,39994021,10.1007/s00259-025-07167-5,,,,,,"[64Cu]Cu-NOTA-Trodelvy-F(ab')₂ is an immuno-PET imaging tracer labeled with copper-64, targeting Trop-2, enabling visualization of tumors such as triple-negative breast cancer and urothelial carcinoma.",,,,,,,,,,,,,,,,,
RDC01005,,[89Zr]Zr-DFO-Trodelvy,[89Zr]Zr-DFO-Trodelvy; 89Zr-DFO-Trodelvy; 89Zr-Trodelvy,Preclinical,Diagnosis,40688533,10.62347/kkee6954,,,,,,"[89Zr]Zr-DFO-Trodelvy is an immuno-PET imaging tracer labeled with zirconium-89, targeting Trop-2, enabling visualization of tumors such as triple-negative breast cancer and urothelial carcinoma.",,,,,,,,,,,,,,,,,
RDC01006,,[177Lu]Lu-DTPA TROP2 ADC,[177Lu]Lu-DTPA TROP2 ADC; 177Lu-TROP2 ADC,Preclinical,Treatment,40051166,10.1158/1535-7163.mct-24-0254,,,,,,"[177Lu]Lu-DTPA TROP2 ADC is a radioimmunotherapy agent labeled with lutetium-177, enabling targeted radiotherapy of tumors such as triple-negative breast cancer and urothelial carcinoma.",,,,,,,,,,,,,,,,,
RDC01007,,[89Zr]Zr-4A06,[89Zr]Zr-4A06; 89Zr-4A06,Preclinical,Diagnosis,36648492,10.1158/1078-0432.ccr-22-1973,,,,,,"[89Zr]Zr-4A06 is an immuno-PET imaging tracer labeled with zirconium-89, and targeting CD47, enabling visualization of tumors such as lymphoma and breast cancer.",,,,,,,,,,,,,,,,,
RDC01008,,[177Lu]Lu-4A06,[177Lu]Lu-4A06; 177Lu-4A06,Preclinical,Treatment,36648492,10.1158/1078-0432.ccr-22-1973,,,,,,"[177Lu]Lu-4A06 is a radioimmunotherapy agent labeled with lutetium-177, and targeting CD47, enabling targeted radiotherapy of tumors such as lymphoma and breast cancer.",,,,,,,,,,,,,,,,,
RDC01009,,[111In]In-hRS7,[111In]In-hRS7; 111In-hRS7; In-111 hRS7,Preclinical,Diagnosis,21865288,10.2967/jnumed.110.086520,,,,,,"[111In]In-hRS7 is a SPECT imaging tracer labeled with indium-111, enabling visualization of tumors such as breast cancer and pancreatic cancer.",,,,,,,,,,,,,,,,,
RDC01010,,[89Zr]Zr-hRS7,[89Zr]Zr-hRS7; 89Zr-hRS7; 89Zr-DFO-hSR7,Phase 1,Diagnosis,21865288,10.2967/jnumed.110.086520,,,,,,"[89Zr]Zr-hRS7 is an immuno-PET imaging tracer labeled with zirconium-89, enabling visualization of tumors such as breast cancer and pancreatic cancer.",,,,,,,,,,,,,,,,,
RDC01011,,TF12/[177Lu]Lu-IMP288,TF12/177Lu-IMP288; TF12 + 177Lu-IMP288,Preclinical,Treatment,21865288,10.2967/jnumed.110.086520,,,,,,"TF12/[177Lu]Lu-IMP288 is a pretargeted radioimmunotherapy system consisting of the bispecific antibody TF12 and the lutetium-177–labeled peptide IMP288, targeting carcinoembryonic antigen (CEA), enabling targeted radiotherapy of tumors such as colorectal cancer.",,,,,,,,,,,,,,,,,
RDC01012,,[68Ga]Ga-NOTA-T4,[68Ga]Ga-NOTA-RTD98; 68Ga-NOTA-RTD98,Preclinical,Diagnosis,38565806,10.1038/s44321-024-00059-5,,,,,,"[68Ga]Ga-NOTA-T4 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC01013,,[68Ga]Ga-NOTA-RTD98,[68Ga]Ga-NOTA-T4; 68Ga-NOTA-T4,Preclinical,Diagnosis,37792026,10.1007/s00259-023-06454-3,,,,,,"[68Ga]Ga-NOTA-RTD98 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer.",,,,,,,,,,,,,,,,,
RDC01014,,[64Cu]Cu-LNTH-1363S,64Cu-LNTH-1363S,Preclinical,Diagnosis ,41381234,10.2967/jnumed.125.270555,,,,,,"[64Cu]Cu-LNTH-1363S is a radiopharmaceutical that label the radionuclide Copper-64 onto the LNTH-1363S ligand, specifically targeting PSMA (Prostate-Specific Membrane Antigen) to achieve high-resolution PET diagnostic imaging of malignant solid tumors such as prostate cancer.",,,,,,,,,,,,,,,,,
RDC01031,,[68Ga]Ga-Pep-38,68Ga-Pep-38,Preclinical,Diagnosis ,41397915,10.1021/acs.jmedchem.5c02318,,,,,,"[68Ga]Ga-Pep-38 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC01040,,[68Ga]Ga-DOTA-CEMJ4,68Ga-DOTA-CEMJ4,Preclinical,Diagnosis ,41037223,10.1007/s13402-025-01105-1,,,,,,"[68Ga]Ga-DOTA-CEMJ4 is a PET imaging tracer labeled with gallium-68, and targeting integrin αvβ3, enabling visualization of tumors such as lung cancer and melanoma.",,,,,,,,,,,,,,,,,
RDC02554,RDC01044,[177Lu]Lu-DOTA-CEMJ4,177Lu-DOTA-CEMJ4,Preclinical,Treatment,41037223,10.1007/s13402-025-01105-1,,,,,,"[177Lu]Lu-DOTA-CEMJ4 is a radioligand therapy agent labeled with lutetium-177, and targeting integrin αvβ3, enabling targeted radiotherapy of tumors such as lung cancer and melanoma.",,,,,,,,,,,,,,,,,
RDC02559,RDC01065,[68Ga]Ga-PSMA-DIM b,68Ga-PSMA-DIM b,Preclinical,Diagnosis ,41613756,10.1021/cbmi.5c00048,,,,,,"[68Ga]Ga-PSMA-DIM b is a PET imaging tracer labeled with gallium-68, and targeting prostate-specific membrane antigen (PSMA), enabling visualization of tumors such as prostate cancer and renal cell carcinoma.",,,,,,,,,,,,,,,,,
RDC01070,,"[68Ga]Ga-di-DOTA-a,e-Lys-NT","68Ga-di-DOTA-a,e-Lys-NT",Preclinical,Diagnosis ,32822229,10.1089/cbr.2020.3926,,,,,,"[68Ga]Ga-di-DOTA-a,e-Lys-NT is a PET imaging tracer labeled with gallium-68, and targeting neurotensin receptors (NTR), enabling visualization of tumors such as pancreatic cancer and colorectal cancer.",,,,,,,,,,,,,,,,,
RDC01082,,"[64Cu]Cu-di-DOTA-a,e-Lys-NT(6–13)","64Cu-di-DOTA-a,e-Lys-NT(6–13)",Preclinical,Diagnosis ,32822229,10.1089/cbr.2020.3926,,,,,,"[64Cu]Cu-di-DOTA-a,e-Lys-NT(6–13) is a PET imaging tracer labeled with copper-64, and targeting neurotensin receptors (NTR), enabling visualization of tumors such as pancreatic cancer and colorectal cancer.",,,,,,,,,,,,,,,,,
RDC01084,,[68Ga]Ga-XH-06,68Ga-XH-06,Phase 1,Diagnosis ,41020769,10.1158/1078-0432.CCR-25-1856,,,,,,"[68Ga]Ga-XH-06 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC01088,,[89Zr]Zr-DFO-NY005,89Zr-DFO-NY005,Preclinical,Diagnosis ,40992671,10.1016/j.ijrobp.2025.09.022,,,,,,"[89Zr]Zr-DFO-NY005 is an immuno-PET imaging tracer labeled with zirconium-89, and targeting a tumor-associated antigen, enabling visualization of tumors such as breast cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC00479,1110,[99mTc]Tc-RIB-PEG4-CN,99mTc-RIB-PEG4-CN,Preclinical,Diagnosis ,39827487,10.1016/j.ejmech.2025.117264,,,,,,"[99mTc]Tc-RIB-PEG4-CN is a SPECT imaging tracer labeled with technetium-99m, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer.",,,,,,,,,,,,,,,,,
RDC01150,,[68Ga]Ga-PSMA-HK4,68Ga-PSMA-HK4,Preclinical,Diagnosis ,41521448,10.1002/adhm.202505128,,,,,,"[68Ga]Ga-PSMA-HK4 is a PET imaging tracer labeled with gallium-68, conjugated, and targeting prostate-specific membrane antigen (PSMA), enabling visualization of tumors such as prostate cancer and renal cell carcinoma.",,,,,,,,,,,,,,,,,
RDC01177,RDC01152,[68Ga]Ga-PSMA-HK7,68Ga-PSMA-HK7,Preclinical,Diagnosis ,41521448,10.1002/adhm.202505128,,,,,,"[68Ga]Ga-PSMA-HK7 is a PET imaging tracer labeled with gallium-68, conjugated, and targeting prostate-specific membrane antigen (PSMA), enabling visualization of tumors such as prostate cancer and renal cell carcinoma.",,,,,,,,,,,,,,,,,
RDC01015,,[99mTc]Tc-MY6349,[99mTc]Tc-MY6349; 99mTc-MY6349,Preclinical,Diagnosis,39947911,10.2967/jnumed.124.268564,,,,,,"[99mTc]Tc-MY6349 is a SPECT imaging tracer labeled with technetium-99m, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC01016,,Al[18F]F-RESCA-T4,[18F]AlF-RESCA-T4; Al18F-RESCA-T4,Preclinical,Diagnosis,39542697,10.2967/jnumed.124.268751,,,,,,"Al[18F]F-RESCA-T4 is a PET imaging tracer labeled with fluorine-18 using an AlF-RESCA labeling strategy, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,,,,,,,,,,,,
RDC01017,,[⁶⁴Cu]Cu-NOTA-Trodelvy,[64Cu]Cu-NOTA-Trodelvy; 64Cu-Trodelvy,Preclinical,Diagnosis,40059341,10.1021/acs.molpharmaceut.5c00069,,,,,,"[64Cu]Cu-NOTA-Trodelvy is an immuno-PET imaging tracer labeled with copper-64, targeting Trop-2, enabling visualization of tumors such as triple-negative breast cancer and urothelial carcinoma.",,,,,,,,,,,,,,,,,
RDC01019,,[68Ga]Ga-NOTA-MI-exendin-4,[68Ga]Ga-NOTA-exendin-4; 68Ga-NOTA-exendin-4; 68Ga exendin-4,Phase 1,Diagnosis,37318633,10.1186/s41181-023-00193-4,,,,,,"[68Ga]Ga-NOTA-MI-exendin-4 is a PET imaging tracer labeled with gallium-68, and targeting glucagon-like peptide-1 receptor (GLP-1R), enabling visualization of diseases such as insulinoma and pancreatic neuroendocrine tumors.",,,,,,,,,,,,,,,,,
